,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
379,Sri Venkateshwara Nethralaya,"Rajarajeshwarinagar, Bangalore",10.0,10.0
380,Vitalife Clinic,"Whitefield, Bangalore",10.0,30.0
381,Anjakha Multispeciality Hospital,"Madipakkam, Chennai",10.0,30.0
382,Powai Polyclinic & Hospital,"Powai, Mumbai",10.0,30.0
383,Shepherd Nursing Home,"Perambur, Chennai",10.0,20.0
384,Shri Ram Singh Hospital & Heart Institute,"Krishna Nagar, Delhi",10.0,104.0
385,Gouri Hospital,"Kamla Nagar, Delhi",10.0,25.0
386,Xcellent Care Hospital,"Velachery, Chennai",10.0,50.0
387,Swastik Nursing Home,"Ghatkopar West, Mumbai",10.0,10.0
388,Eden Hospital,"Industrial Area Phase I, Chandigarh",10.0,100.0
389,Blossom Multispecialty Hospital,"Electronics City, Bangalore",10.0,40.0
390,Uma Multispeciality Hospital,"Naroda, Ahmedabad",10.0,18.0
391,Ramya Nursing Home,"Old Bowenpally, Hyderabad",10.0,15.0
392,Legend Hospital,"Hayathnagar, Hyderabad",10.0,20.0
393,Srushti Fertility Hospital & Womens Clinic,"Kotturpuram, Chennai",10.0,5.0
394,Jaypee Hospital,"Greater Noida West, Noida",10.0,50.0
395,Binayak Multispeciality Hospital,"Dumdum, Kolkata",10.0,100.0
396,Polaris Healthcare,"Wakad, Pune",10.0,15.0
397,ILS Hospitals,"Dumdum Road, Kolkata",10.0,130.0
398,Parvathi Hospital,"Secunderabad, Hyderabad",10.0,50.0
399,Chellaram Diabetes Hospital,"Bavdhan, Pune",10.0,60.0
400,Surbhi Hospital,"Sector 35, Noida",9.0,200.0
401,Navodaya Hospitals,"Secunderabad, Hyderabad",9.0,50.0
402,Ozone Hospitals,"Dilsukhnagar, Hyderabad",9.0,250.0
403,DaVita Care India Pvt. Ltd.,"Banashankari 2nd Stage, Bangalore",9.0,20.0
404,Sawan Neelu Angels Nursing Home,"Saket, Delhi",9.0,25.0
405,ReSCUE -  The Urology Center,"Rajajinagar, Bangalore",9.0,20.0
406,Swathi Hospital,"Banjara Hills, Hyderabad",9.0,30.0
407,Dipakshi Multispeciality Hospital,"Sector 33, Noida",9.0,100.0
408,Kedar Hospital,"Mugalivakkam, Chennai",9.0,10.0
409,Kukreja Hospital,"Mayur Vihar Ph-I, Delhi",9.0,25.0
410,Kanchi Nursing Home,"Goregaon East, Mumbai",9.0,16.0
411,Neha Prakash Hospital,"Yelahanka, Bangalore",9.0,50.0
412,ARK Hospital,"Andheri West, Mumbai",9.0,20.0
413,Madhu Hospital,"Bhandup West, Mumbai",9.0,25.0
414,Manjushree Speciality Hospital,"Ulsoor, Bangalore",9.0,30.0
415,Babasaheb Gawde Hospital,"Vileparle East, Mumbai",9.0,65.0
416,Bangaluru Neuro Centre,"Malleswaram, Bangalore",9.0,22.0
417,Dipakshi Multispeciality Hospital,"Sector 33, Noida",9.0,100.0
418,Sri Krishna Seva Shrama Hospital,"Jayanagar, Bangalore",9.0,70.0
419,Jayashree Multispeciality Hospital,"Begur, Bangalore",9.0,70.0
420,Dr Bhargavi Reddy Women & Children Hospital,"Indiranagar, Bangalore",9.0,15.0
421,Frontier Lifeline Hospital,"Mogappair, Chennai",9.0,120.0
422,Specialist Hospital,"Kalyan Nagar, Bangalore",9.0,150.0
423,Dr. Das Hospital & ICCU,"Chembur East, Mumbai",9.0,45.0
424,Gupta Mulitispeciality Hospital,"Vivek Vihar, Delhi",9.0,50.0
425,Chikitsa Hospital,"Saket, Delhi",9.0,50.0
426,SMT Shakuntala Patil Eye Hospital & Shakuntala Vision Care,"Basavanagudi, Bangalore",9.0,1.0
427,Ushodaya Hospital,"Kishanbagh, Hyderabad",9.0,50.0
428,Sri Lakshmi Super Speciality Hospital,"CV Raman Nagar, Bangalore",9.0,50.0
429,RK Nursing Home,"Chromepet, Chennai",9.0,10.0
430,North City Hospital,"Ultadanga, Kolkata",9.0,110.0
431,Laxmi nursing Home,"Rohini, Delhi",9.0,20.0
432,Sita Bhateja Specialty Hospital,"Langford Road, Bangalore",9.0,30.0
433,Firm Hospitals,"Anna Nagar, Chennai",9.0,20.0
434,Saluja Hospital,"Secunderabad, Hyderabad",9.0,50.0
435,Amrit Hospital,"Sowcarpet, Chennai",9.0,6.0
436,Asian Institute Of Nephrology & Urology,"Somajiguda, Hyderabad",9.0,100.0
437,Shree Krishna Hospital,"Borivali East, Mumbai",9.0,21.0
438,Bangalore Institute of Gastroenterology,"Jayanagar, Bangalore",9.0,100.0
439,Disha Childrens Hospital,"Vanasthalipuram, Hyderabad",9.0,20.0
440,Mukat Hospital & Heart Institute,"Sector 34, Chandigarh",9.0,40.0
441,"Kamineni Orthopaedics, Kingkoti","King Koti, Hyderabad",9.0,200.0
442,Makkar Medical Centre,"Nirman Vihar, Delhi",8.0,10.0
443,Vasan Eye Care Hospital,"RT Nagar, Bangalore",8.0,11.0
444,Manipal Hospital,"Whitefield, Bangalore",8.0,280.0
445,Raksha Hospital,"Malad West, Mumbai",8.0,35.0
446,Prashanth Multispeciality Hospital,"Chetpet, Chennai",8.0,300.0
447,American Oncology Institute,"Lingampally, Hyderabad",8.0,50.0
448,Orthomed Hospital,"Royapettah, Chennai",8.0,60.0
449,Shree Anand Memorial Hospital,"Thergaon, Pune",8.0,8.0
450,People Tree Maarga,"Yelahanka, Bangalore",8.0,30.0
451,Gunasheela Surgical And Maternity Center,"Basavanagudi, Bangalore",8.0,60.0
452,The Venlakh Hospital,"Chamarajpet, Bangalore",8.0,50.0
453,Tripathi Hospital,"Sector 119, Noida",8.0,50.0
454,Suchak Hospital,"Malad, Mumbai",8.0,60.0
455,Vascular Care Centre,"Raj Bhavan Road, Hyderabad",8.0,10.0
456,Vinayaka Hospital,"Jayanagar, Bangalore",8.0,8.0
457,Worli Hospital For Women,"Worli, Mumbai",8.0,8.0
458,Pentamed Hospital,"Model Town, Delhi",8.0,30.0
459,Patil Hospital,"Sinhagad Road, Pune",8.0,40.0
460,Apple Hospitals,"Yakutpura, Hyderabad",8.0,50.0
461,Little Stars Children's Hospital,"Panjagutta, Hyderabad",8.0,100.0
462,Cygnus Orthocare Hospital,"Safdarjung Development Area, Delhi",8.0,80.0
463,Agadi Centre For Advanced Dental Care,"Wilson Garden, Bangalore",8.0,100.0
464,BSS Hospital,"Mandaveli, Chennai",8.0,40.0
465,"Vardhan Fertility, Laparoscopy  & Women Care Centre","Banaswadi, Bangalore",8.0,9.0
466,Sukhda Hospital,"Greater Kailash Part 1, Delhi",8.0,25.0
467,Cumballa Hill Hospital and Heart Institute,"Kemps Corner, Mumbai",8.0,51.0
468,Vasan Eye Care Hospital,"Marathahalli, Bangalore",8.0,7.0
469,RSR'S Trinity Acute Care Hospital,"Mylapore, Chennai",8.0,50.0
470,Sree Netralaya Eye Hospital,"Kothapet, Hyderabad",8.0,10.0
471,Rise Children Hospital ,"Mehdipatnam, Hyderabad",8.0,100.0
472,Shanthi Hospital and Research Center,"Jayanagar 7 Block, Bangalore",8.0,40.0
473,Orthopedic Doctor- Raghava Hospital,"Ameerpet, Hyderabad",8.0,50.0
474,CIMS Hospital,"Sola, Ahmedabad",8.0,372.0
475,Eye7 Chaudhary Eye Centre,"Darya Ganj, Delhi",8.0,20.0
476,Priya Nursing Home,"Washermenpet, Chennai",8.0,50.0
477,RathiMed Speciality Hospital,"Anna Nagar, Chennai",8.0,20.0
478,Karuna Hospital ,"Dilshad Garden, Delhi",8.0,20.0
479,Athreya Hospital,"Hosur Road, Bangalore",8.0,50.0
480,Milann The Fertility Center,"Kumara Park West, Bangalore",8.0,36.0
481,Prime OBG Fertility Centre,"Thiruvanmiyur, Chennai",8.0,20.0
482,Bajaj Medical Centre,"Paschim Vihar, Delhi",8.0,10.0
483,Soukya Hospital,"Vidyaranyapura, Bangalore",8.0,20.0
484,Queens Hospital,"HSR Layout, Bangalore",8.0,40.0
485,International Fertility Centre,"Green Park, Delhi",8.0,30.0
486,Soundarapandian Bone and Joint Hospital & Research Institute,"Anna Nagar, Chennai",8.0,60.0
487,Durgabai Deshmukh Hospital,"Vidyanagar, Hyderabad",8.0,50.0
488,Vijetha Hospital,"Maharani Peta, Visakhapatnam",8.0,100.0
489,A-One Hospital,"Paschim Vihar, Delhi",8.0,20.0
490,Pavan Nursing Home,"Laxmi Nagar, Delhi",8.0,20.0
491,Punarjani Ayurveda Multi-Speciality Hospital,"Sarjapur Road, Bangalore",8.0,22.0
492,Serene Hospital,"Vishrantwadi, Pune",7.0,26.0
493,Mamatha Hospitals,"Kukatpally, Hyderabad",7.0,120.0
494,Aastha Hospital & IVF Centre,"Vikas Puri, Delhi",7.0,20.0
495,B P Poddar Hospital & Medical Research,"New Alipore, Kolkata",7.0,205.0
496,Maxi Vision Super Speciality Eye Hospitals,"Santosh Nagar, Hyderabad",7.0,10.0
497,Prime Hospital - Malad West,"Marve, Mumbai",7.0,15.0
498,Narayana Multispeciality Hospital,"Amer, Jaipur",7.0,290.0
499,Sri Bhargavi Hospital,"Moti Nagar, Hyderabad",7.0,15.0
500,Om Sai Baba Hospital,"Chembur East, Mumbai",7.0,15.0
501,Cygnus MLS Superspecility Hospital,"Ram Vihar, Delhi",7.0,51.0
502,Pushpawati Singhania Research Institute (PSRI Hospital),"Sheikh Sarai, Delhi",7.0,100.0
503,M M Eyetech Institute,"Lajpat Nagar, Delhi",7.0,10.0
504,Kosmos Superspeciality Hospital,"Anand Vihar, Delhi",7.0,50.0
505,Shree Hospital,"Nagar Road, Pune",7.0,25.0
506,Induss Hospital,"Dilsukhnagar, Hyderabad",7.0,100.0
507,Sai Shree Hospital,"Aundh, Pune",7.0,40.0
508,Shiva Krishna Hospital,"Sahibabad, Delhi",7.0,30.0
509,Shalby Hospital,"Old Palasia, Indore",7.0,200.0
510,Dr. Ratnadeep's Dental Hospital,"Nigdi, Pune",7.0,20.0
511,Bharti Eye Hospital,"Greater Kailash Part 1, Delhi",7.0,10.0
512,Vasan Eye Hospital,"Begumpet, Hyderabad",7.0,20.0
513,Medisys Hospitals,"LB Nagar, Hyderabad",7.0,250.0
514,Benzer Nursing Home,"Andheri West, Mumbai",7.0,15.0
515,Excel ENT Hospital,"Ghatkopar East, Mumbai",7.0,3.0
516,Chitale E.N.T Hospital,"Sadashiv Peth, Pune",7.0,2.0
517,Lifepoint Multispeciality Hospital,"Wakad, Pune",7.0,100.0
518,Amar Leela Hospital Pvt. Ltd,"Janak Puri, Delhi",7.0,43.0
519,Oscar Multispeciality Hospital,"Kandivali West, Mumbai",7.0,75.0
520,TKR's Ikon Hospital,"Dilsukhnagar, Hyderabad",7.0,75.0
521,Lifeline Multi Speciality Hospital,"Gota, Ahmedabad",7.0,20.0
522,Varalakshmi Hospital,"BTM Layout, Bangalore",7.0,25.0
523,S J Hospital,"Sanjay Nagar, Bangalore",7.0,30.0
524,A.K. Hospital,"Aminjikarai, Chennai",7.0,20.0
525,Prashanth Hospital,"Bommanahalli, Bangalore",7.0,80.0
526,Jayam Hospital & GFC Fertility,"Kodambakkam, Chennai",7.0,30.0
527,Girishwari Hospital,"Teynampet, Chennai",7.0,150.0
528,Rajashri Grandhim Speciality Hospital,"Bannerghatta Road, Bangalore",7.0,20.0
529,Milann - The Fertility Center,"Indiranagar, Bangalore",7.0,10.0
530,C.M.Diabetes Centre- Karthik Hospital,"Wilson Garden, Bangalore",7.0,12.0
531,Udhna Hospital Pvt. Ltd.,"Udhna, Surat",7.0,40.0
532,Shree Chakra Hospital,"Hosur Road, Bangalore",7.0,18.0
533,GarbhaGudi IVF Center,"Kalyan Nagar, Bangalore",7.0,5.0
534,Raju Hospital,"T Nagar, Chennai",7.0,42.0
535,CSI Rainy Hospital,"Washermenpet, Chennai",7.0,250.0
536,Shishuka Children's Specialty Hospital,"HRBR Layout, Bangalore",7.0,50.0
537,Sreenagar Nursing Home,"Srinagar, Bangalore",7.0,30.0
538,Eskay Healthcare,"Abbigere, Bangalore",7.0,50.0
539,Divakars Speciality Hospital,"JP Nagar 2 Phase, Bangalore",7.0,25.0
540,Cytecare Cancer Hospitals,"Yelahanka, Bangalore",7.0,150.0
541,Janhvi Nursing Home Pvt Ltd.,"Malad West, Mumbai",6.0,15.0
542,Chetana Hospital,"Secunderabad, Hyderabad",6.0,30.0
543,Shree Ayurvedic Multispeciality Hospital,"T Nagar, Chennai",6.0,10.0
544,Bharathiraja Hospital,"T Nagar, Chennai",6.0,200.0
545,Ezhil Hospital,"Tondiarpet, Chennai",6.0,40.0
546,Hyderbad Kidney & Laproscopic Center,"Malakpet, Hyderabad",6.0,100.0
547,Shetiya Hospital And Komal Nursing Home,"Vishrantwadi, Pune",6.0,25.0
548,Cygnus Institute Of Gastroenterology,"Kukatpally, Hyderabad",6.0,70.0
549,All India Institute Of Medical Sciences,"Ansari Nagar, Delhi",6.0,5.0
550,Kasturi Multispeciality Hospital,"Secunderabad, Hyderabad",6.0,50.0
551,Dr. Dnyanmote Multi Speciality Hospital,"Thergaon, Pune",6.0,10.0
552,Ruby Hospital - A Venture of Arogyam Hospital,"Bhandup West, Mumbai",6.0,15.0
553,Santom Hospital,"Rohini, Delhi",6.0,105.0
554,Ashok Hospital,"Dahisar East, Mumbai",6.0,12.0
555,Dr Rudrappa First Class Eye Care Hospital,"Richmond Town, Bangalore",6.0,15.0
556,Malhotra Nursing Home,"Mayur Vihar Ph-II, Delhi",6.0,3.0
557,Tamara Hospital & IVF Centre,"Rajajinagar, Bangalore",6.0,30.0
558,Asha Maternity And General Hospital,"Malad East, Mumbai",6.0,30.0
559,Hera Hospital,"Virugambakkam, Chennai",6.0,25.0
560,Pallavaram Children Medical Centre,"Pallavaram, Chennai",6.0,26.0
561,Siddhant Maternity Home,"Satara Road, Pune",6.0,5.0
562,Triton Hospital,"Nehru Place, Delhi",6.0,22.0
563,Lokmanya Multi Speciality Hospital,"Chinchwad, Pune",6.0,103.0
564,Spring Life IVF & Fertility Centre,"Parel, Mumbai",6.0,9.0
565,Kaveri Speciality Hospital,"Koramangala, Bangalore",6.0,10.0
566,Hitankshi Nursing Home,"Mira Road, Mumbai",6.0,15.0
567,Dr Poonam Chawla Maternity Home,"Vikas Puri, Delhi",6.0,5.0
568,Kadimi Nursing Home,"Chanda Nagar, Hyderabad",6.0,25.0
569,Care & Cure Speciality Hospital (C and C Woman's Hospital),"Ayanavaram, Chennai",6.0,10.0
570,Jain Institute of Vascular Sciences,"Vasanthnagar, Bangalore",6.0,400.0
571,Medilife Hospital,"Mallepally, Hyderabad",6.0,4.0
572,KGH Hospital,"Dilsukhnagar, Hyderabad",6.0,50.0
573,Springleaf Healthcare,"Electronics City, Bangalore",6.0,25.0
574,Femiint Health,"Whitefield, Bangalore",6.0,20.0
575,Dr. Agarwal's Eye Hospital,"JP Nagar 3 Phase, Bangalore",6.0,25.0
576,Metro Hospitals & Heart Institute,"Sector 12, Noida",6.0,110.0
577,Curewell Hospital,"Lakdikapul, Hyderabad",6.0,12.0
578,CMRA Hospital,"Kundalahalli, Bangalore",6.0,5.0
579,Bhagwan Mahaveer Jain Hospital,"Banashankari 3rd Stage, Bangalore",6.0,100.0
580,Maxcure Hospitals,"Saifabad, Hyderabad",6.0,200.0
581,Aadarsh Nursing Home,"Ghatkopar West, Mumbai",6.0,20.0
582,Fortis Hospital and Kidney Institute,"Rash Behari Avenue, Kolkata",6.0,100.0
583,Devagiri Hospital,"Banashankari, Bangalore",6.0,50.0
584,Vijaya Hospital,"Dasarahalli, Bangalore",6.0,25.0
585,Maxivision Eye Hospital,"Somajiguda, Hyderabad",6.0,20.0
586,Eswar Eye Hospital,"Kukatpally, Hyderabad",6.0,10.0
587,Magna Code,"Jubilee Hills, Hyderabad",6.0,5.0
588,Aryan Hospital,"Nagarbhavi, Bangalore",6.0,50.0
589,Grover Eye Laser & ENT Hospital,"Sector 35, Chandigarh",6.0,50.0
590,Hope Clinic Maternity Centre,"Sector 21, Chandigarh",6.0,7.0
591,Spectrum Physio Centre,"Richmond Town, Bangalore",6.0,75.0
592,Geetha Maternity And Surgical Centre,"Rajarajeshwarinagar, Bangalore",6.0,11.0
593,Trinity Hospital and Heart Foundation,"Basavanagudi, Bangalore",6.0,100.0
594,Parvathi Nursing Home,"KK Nagar, Chennai",6.0,25.0
595,Sai Siva Children Hospital,"Chanda Nagar, Hyderabad",6.0,30.0
596,KKR ENT Hospital and Research Centre,"Kilpauk, Chennai",6.0,35.0
597,Paramitha Children Hospital,"Dilsukhnagar, Hyderabad",6.0,100.0
598,Aditi Hospital,"Mulund West, Mumbai",6.0,4.0
599,Pushpanjali Medical Centre,"Anand Vihar, Delhi",6.0,45.0
600,Santosham Chest Hospital,"Egmore, Chennai",6.0,50.0
601,Talasila Super Speciality Dental Hospital,"Gajuwaka, Visakhapatnam",6.0,5.0
602,J S Hospital,"Sector 135, Noida",6.0,100.0
603,Vasan Eye Care Hospital,"Chromepet, Chennai",6.0,10.0
604,Ujhwal Hospitals,"Madhurawada, Visakhapatnam",6.0,100.0
605,Madha Clinic,"Triplicane, Chennai",6.0,75.0
606,Jayashree Nurshing Home,"Kandivali West, Mumbai",6.0,10.0
607,NM Fertility Centre and Hospital,"Madhavaram, Chennai",6.0,25.0
608,Neptune Hospital ,"Malviya Nagar, Delhi",6.0,18.0
609,Bhagirathi Children's Hospital,"Karve Nagar, Pune",6.0,18.0
610,Aalayaa Hospital,"Vadapalani, Chennai",6.0,2.0
611,Aarogya Hospital,"Chitra Vihar, Delhi",6.0,30.0
612,Asian Cancer Institute,"Sion East, Mumbai",6.0,80.0
613,Sri Ram Speciality Hospital,"Viveknagar, Bangalore",5.0,25.0
614,Nagamani Hospital,"Washermenpet, Chennai",5.0,25.0
615,Diamond Hospital,"Jogeshwari West, Mumbai",5.0,20.0
616,Medipoint Hospital,"Chandan Nagar, Pune",5.0,50.0
617,Siva Eye Hospital,"Dilsukhnagar, Hyderabad",5.0,10.0
618,Parvathy Hospital,"Chromepet, Chennai",5.0,50.0
619,Devi Eye Hospital,"Koramangala 6 Block, Bangalore",5.0,10.0
620,Acura Speciality Hospital,"Koramangala 5 Block, Bangalore",5.0,20.0
621,Vatsalya Mother & Child Care,"Bhosari, Pune",5.0,20.0
622,Lunkad Hospital,"Yerwada, Pune",5.0,4.0
623,Columbus Hospital - Institute Of Psychiatry and Deaddiction,"Begumpet, Hyderabad",5.0,30.0
624,Rathod Orthopaedic Hospital,"Borivali West, Mumbai",5.0,5.0
625,Hans Charitable Hospital,"GTB Nagar, Delhi",5.0,50.0
626,Dr. A.C Aruldas Hospital,"Perambur, Chennai",5.0,40.0
627,Jeevan Sai Hospital,"Vanasthalipuram, Hyderabad",5.0,15.0
628,Speciality ENT Hospital,"Kandivali East, Mumbai",5.0,4.0
629,Remedy Hospital,"Hadapsar, Pune",5.0,35.0
630,Sir Ganga Ram Kolmet Hospital,"Old Rajendra Nagar, Delhi",5.0,40.0
631,HCG SMH Curie Cancer Centre,"Karkardooma, Delhi",5.0,15.0
632,IBS Hospital,"Lajpat Nagar, Delhi",5.0,50.0
633,Srikara Hospitals,"Miyapur, Hyderabad",5.0,200.0
634,Sai Baba Hospital,"Bhayandar East, Mumbai",5.0,34.0
635,Apollo Spectra Hospital,"Kothaguda, Hyderabad",5.0,21.0
636,Kensington Hospital - Kilpauk,"Kilpauk, Chennai",5.0,3.0
637,Sai Bharadwaja Advanced Ayurveda Hospital,"Erragadda, Hyderabad",5.0,10.0
638,Sri Sai Balaji Hospital,"Nagole, Hyderabad",5.0,15.0
639,Lakshmi Nursing Home,"Mulund West, Mumbai",5.0,18.0
640,Vasan Eye Care Hospital - Vadapalani,"Vadapalani, Chennai",5.0,10.0
641,Madhuri Hospital,"Yousufguda, Hyderabad",5.0,10.0
642,Jeewan Mala Hospital,"Karol Bagh, Delhi",5.0,75.0
643,Cosh,"Tambaram, Chennai",5.0,50.0
644,Sri Srinivasa Hospital,"Santosh Nagar, Hyderabad",5.0,51.0
645,Doctor Square Multispeciality Hospital,"Zirakpur, Chandigarh",5.0,10.0
646,Swaram Specialty Hospital,"Sholinganallur, Chennai",5.0,30.0
647,Dr Kamaraj Hospital For Men's Health,"Vadapalani, Chennai",5.0,10.0
648,KLS Memorial Hospital,"Vileparle West, Mumbai",5.0,5.0
649,Pooja Nursing Home,"Paharpur, Lucknow",5.0,10.0
650,Apollo Hospital,"Secunderabad, Hyderabad",5.0,150.0
651,Hindu Mission Health Services,"Nanganallur, Chennai",5.0,50.0
652,Harish Nursing Home,"Lower Parel, Mumbai",5.0,9.0
653,Kirloskar Hospital,"Basheerbagh, Hyderabad",5.0,50.0
654,Pragna Hospitals,"Banjara Hills, Hyderabad",5.0,50.0
655,Deepam Hospitals,"Tambaram West, Chennai",5.0,136.0
656,Shreeyash Hospital,"Deccan Gymkhana, Pune",5.0,3.0
657,Krishna Children's Hospital,"Lakdikapul, Hyderabad",5.0,50.0
658,SRV Hospital,"Goregaon West, Mumbai",5.0,45.0
659,Laksha Hospital,"Mylapore, Chennai",5.0,50.0
660,V Care Hospital and ICU,"Kurla East, Mumbai",5.0,17.0
661,OHF - Om Shree Swami Samarth Hospital,"Chinchwad, Pune",5.0,20.0
662,Preeti Urology and Kidney Hospital,"Kukatpally, Hyderabad",5.0,75.0
663,DRJ Hospital,"Kolathur, Chennai",5.0,75.0
664,Wellspring Mother & Child Hospital,"Sadashivanagar, Bangalore",5.0,25.0
665,Sarodev Hospital,"Kandivali East, Mumbai",5.0,10.0
666,Yatharth Wellness Hospital & Trauma Centre,"Greater Noida, Noida",5.0,157.0
667,Jain Muni Roshan Lal Charitable Hospital,"Tri Nagar, Delhi",5.0,25.0
668,Jeevan Maternity & General Hospital,"Malad East, Mumbai",5.0,30.0
669,Jeevanshree Hospital,"Chandan Nagar, Pune",5.0,5.0
670,Sunitha Children's Hospital,"Sagar Road, Hyderabad",5.0,50.0
671,Zenith Hospital,"Malad, Mumbai",5.0,100.0
672,Siddhi Health Care Center,"Sangavi, Pune",5.0,50.0
673,Care Hospitals,"Gachibowli, Hyderabad",5.0,250.0
674,Manashasthra Integrated Mind Care,"Vanagaram, Chennai",5.0,40.0
675,Dr. Deva Multi Speciality Hospital,"Pattabiram, Chennai",5.0,10.0
676,Hyderabad Women And Children Hospital,"Mallepally, Hyderabad",5.0,2.0
677,Sagar Hospital DSI,"Banashankari, Bangalore",5.0,400.0
678,Max Multispeciality Hospital,"Greater Noida, Noida",5.0,114.0
679,Padhuvai Hospital,"Madipakkam, Chennai",5.0,10.0
680,Surana Sethia Hospital and Research Center,"Chembur, Mumbai",5.0,75.0
681,K H Nursing Home,"Chromepet, Chennai",5.0,15.0
682,Rainbow Children's Hospital,"Hyder Nagar, Hyderabad",5.0,80.0
683,Chenna Reddy Hospital,"Chanda Nagar, Hyderabad",5.0,10.0
684,Kings Hospital,"Kolathur, Chennai",5.0,40.0
685,Priyank Nursing Home,"Prabhadevi, Mumbai",5.0,7.0
686,Trauma and Orthopaedic Speciality Hospital (TOSH),"Kilpauk, Chennai",5.0,30.0
687,Tandon Hospital,"Chembur East, Mumbai",4.0,11.0
688,Ankur Hospital,"Kandivali West, Mumbai",4.0,15.0
689,Republic Maternity Centre,"Bapujinagar, Bangalore",4.0,10.0
690,Maruti Nursing Home,"Mulund East, Mumbai",4.0,15.0
691,Pikale Hospital,"Mahim, Mumbai",4.0,10.0
692,"Radiant Hospital - Institute of Mental Health, Addiction & Rehabilitation","Banjara Hills, Hyderabad",4.0,20.0
693,Seha Hospital,"Lakdikapul, Hyderabad",4.0,10.0
694,Enhanced Health Care,"Indiranagar, Bangalore",4.0,20.0
695,Satya Bhama Hospital,"Nangloi, Delhi",4.0,55.0
696,Vasan Eye Care Hospital - Anna Nagar,"Anna Nagar East, Chennai",4.0,10.0
697,RC Hospital ,"Rajarajeshwarinagar, Bangalore",4.0,20.0
698,Motherhood Hospital Chennai,"Alwarpet, Chennai",4.0,5.0
699,Ayush Hospital,"Kandivali, Mumbai",4.0,13.0
700,Hitech Kidney Stone Hospital,"Kumara Park West, Bangalore",4.0,5.0
701,SKS Hospital,"Mogappair East, Chennai",4.0,10.0
702,Mohan Nursing Home,"Ayanavaram, Chennai",4.0,30.0
703,Ojas Eye Hospital,"Bandra West, Mumbai",4.0,25.0
704,Birthright By Rainbow,"Vikrampuri Colony, Hyderabad",4.0,60.0
705,Orthopaedic Excellence Group Available at Fortis Hospital,"Vasant Kunj, Delhi",4.0,150.0
706,Bhaskara Hospital,"SR Nagar, Hyderabad",4.0,10.0
707,Sankara Kidney Hospital,"Pallavaram, Chennai",4.0,50.0
708,Gunasheela Fertility Centre,"Koramangala 3 Block, Bangalore",4.0,1.0
709,Suyash Hospital,"Kothrud, Pune",4.0,15.0
710,Sunrise Hospitals,"East Of Kailash, Delhi",4.0,250.0
711,Chennai Krishna Hospital,"Chromepet, Chennai",4.0,11.0
712,Dr. Sailaja's Super Speciality Eye Hospital,"Horamavu, Bangalore",4.0,50.0
713,Nova ENT Hospital,"Somajiguda, Hyderabad",4.0,30.0
714,Raj Nursing Home,"Mogappair East, Chennai",4.0,5.0
715,Sanjeevani Maternity,"Mira Road, Mumbai",4.0,10.0
716,Pankajam Memorial Hospital,"Nanganallur, Chennai",4.0,25.0
717,Srinivas Priya Hospital,"Perambur, Chennai",4.0,75.0
718,Agada Hospital,"T Nagar, Chennai",4.0,35.0
719,OM Hospital,"Senapati Bapat Marg, Pune",4.0,10.0
720,Niranjana Hospital and Well Women Centre,"Villivakkam, Chennai",4.0,25.0
721,Healix Hospitals,"Madinaguda, Hyderabad",4.0,100.0
722,Shree Hospital,"Kharadi, Pune",4.0,75.0
723,People's Hospital,"Pragathi Nagar, Hyderabad",4.0,5.0
724,Cherish Hospital,"Thirumullaivoyal, Chennai",4.0,20.0
725,Sai Multispeciality Hospital,"Hadapsar, Pune",4.0,30.0
726,Dr. Jonwal's Niramay Ayush Panchkarm Health Institute & Research Hospital,"Kandivali West, Mumbai",4.0,15.0
727,Tanvir Hospital,"Srinagar Colony, Hyderabad",4.0,37.0
728,SHUBHAM HOSPITAL,"Kalkaji, Delhi",4.0,20.0
729,Artemis Hospitals,"Dwarka, Delhi",4.0,50.0
730,Sparsh Hospital,"Hosur Road, Bangalore",4.0,150.0
731,Sarla Hospital,"Santacruz West, Mumbai",4.0,35.0
732,Dr. Rao's ENT Super Speciality International Hospital,"KPHB, Hyderabad",4.0,100.0
733,Saptagiri Hospital,"Chaitanyapuri, Hyderabad",4.0,50.0
734,Balaji Hospital,"Kompally, Hyderabad",4.0,100.0
735,Irla Nursing Home & Polyclinic,"Vileparle West, Mumbai",4.0,16.0
736,GG Superspeciality Hospitals,"Nungambakkam, Chennai",4.0,30.0
737,SMT. Bhagwan Devi Hospital,"Old City, Hyderabad",4.0,50.0
738,J V Hospital,"Kodambakkam, Chennai",4.0,30.0
739,Shree Hospital,"Chembur, Mumbai",4.0,28.0
740,SIMS Hospital,"Serilingampally, Hyderabad",4.0,50.0
741,Sugam Hospital,"Thiruvottiyur, Chennai",4.0,100.0
742,Suraj Hospital,"Market Yard, Pune",4.0,15.0
743,Citizens Specialty Hospitals,"Lingampally, Hyderabad",4.0,250.0
744,CHL Hospital,"LIG Colony, Indore",4.0,250.0
745,Tilaknagar Hospital,"Amberpet, Hyderabad",4.0,25.0
746,Cloudnine Hospital,"Bellandur, Bangalore",4.0,30.0
747,Eye Q Super Speciality Eye Hospitals,"Shalimar Bagh, Delhi",4.0,2.0
748,Pandya Surgical & Maternity Hospital,"Borivali, Mumbai",4.0,8.0
749,Kelkar Nursing Home,"Deccan Gymkhana, Pune",4.0,4.0
750,Parimala Health Care Services,"Bannerghatta Road, Bangalore",4.0,25.0
