,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
372,Gangorthri Hospital ,"BTM Layout, Bangalore",2.0,
373,Sri Krishna Hospital,"Bannerghatta Road, Bangalore",12.0,20.0
374,Prakruthi Veterinary Hospital,"Banashankari, Bangalore",1.0,2.0
375,Sadguna Hi Tech Hospital,"Rajajinagar, Bangalore",1.0,
376,Dr.T V Ramesh Piles Hospital,"Ganganagar, Bangalore",2.0,
377,Manipal Ankur,"Kalyan Nagar, Bangalore",4.0,25.0
378,Mamatha Nursing Home,"Rajajinagar, Bangalore",3.0,10.0
379,Sakaria Eye Hospital,"Kalyan Nagar, Bangalore",6.0,
380,Shifaa Hospital,"Vasanthnagar, Bangalore",25.0,200.0
381,Shree Nandi Hospital,"Chamarajpet, Bangalore",1.0,
382,Chamundi Hospital,"Madiwala, Bangalore",1.0,10.0
383,Anugraha Hospital,"Electronics City, Bangalore",1.0,
384,I- Smile Align Dental Clinic,"Koramangala 1 Block, Bangalore",3.0,
385,Cloudnine Fertility,"JP Nagar 5 Phase, Bangalore",16.0,
386,Vinayaka Speciality Hospital,"Vijayanagar, Bangalore",1.0,
387,Mysore Road Hitech Hospital,"Nayandahalli, Bangalore",1.0,
388,Raghavendra People Tree Hospital,"T Dasarahalli, Bangalore",1.0,100.0
389,Atreya Ayurveda Hospital,"Padmanabhanagar, Bangalore",1.0,
390,Life Plus Hospital,"Indiranagar, Bangalore",2.0,
391,Vasan Dental Care,"HRBR Layout, Bangalore",5.0,
392,Victoria Hospital,"K R Market, Bangalore",2.0,
393,New Dental Hospital,"Banaswadi, Bangalore",1.0,
394,Hematology Centre- BGS Hospital Kengeri,"Kengeri, Bangalore",2.0,
395,Bakson's Homoeopathic Centre for Allergy,"Indiranagar, Bangalore",3.0,
396,Ramakrishna Nursing Home,"Malleswaram, Bangalore",1.0,22.0
397,Devi Nursing Home,"Koramangala 2 Block, Bangalore",1.0,1.0
398,M.V. Centre For Diabetes,"Koramangala, Bangalore",1.0,1.0
399,Nethralakshi Eye Hospital,"Chamarajpet, Bangalore",2.0,30.0
400,Sevabhaya Hospital,"Rajajinagar, Bangalore",4.0,
401,NationWide Indira Nagar Clinic,"Indiranagar, Bangalore",2.0,
402,Unity Hospital,"Rajarajeshwarinagar, Bangalore",1.0,5.0
403,Clinique Belle ,"Koramangala, Bangalore",2.0,
404,Aditi Hospital,"Anekal, Bangalore",4.0,
405,Rajashekar Hospital,"JP Nagar 1 Phase, Bangalore",1.0,
406,HCG Hospitals,"Koramangala 5 Block, Bangalore",1.0,6.0
407,Ananya Hospital,"Rajajinagar, Bangalore",2.0,
408,Shankar Nursing Home,"KR Puram, Bangalore",2.0,5.0
409,Dhanavantri Hospital,"Shantinagar, Bangalore",3.0,
410,Bengaluru Smiles Hospital,"Mathikere - BEL, Bangalore",2.0,50.0
411,Dr. K. N. Srikanth @ Mallige Medical Centre,"Seshadripuram, Bangalore",1.0,
412,Divyadristhi Eye Hospital,"Vijayanagar, Bangalore",2.0,5.0
413,Health  Cottage  Hospital,"Ulsoor, Bangalore",1.0,20.0
414,Dr. Agarwal Hospitals,"Langford Road, Bangalore",72.0,
415,Nagarathna Hospital,"Kanakpura Road, Bangalore",1.0,8.0
416,"CVTS Associates, Sparsh Superspeciality Hospital","Yeshwanthpur, Bangalore",1.0,
417,Hitech Kidney Stone Hospital,"Jayanagar 7 Block, Bangalore",2.0,3.0
418,Davita Care India Pvt. Ltd,"Shantinagar, Bangalore",4.0,20.0
419,KIMS Hospital,"Banashankari 2nd Stage, Bangalore",1.0,
420,Vinayaka speciality hospital,"Bommanahalli, Bangalore",1.0,4.0
421,Hitech Kidney Stone Hospital,"Kumara Park West, Bangalore",3.0,5.0
422,Dr. Agarwal's Eye Hospital,"Padmanabhanagar, Bangalore",4.0,2.0
423,V S Dental College & Hospital,"VV Puram, Bangalore",1.0,
424,ESI Hospital,"Indiranagar, Bangalore",1.0,
425,The Family Doctor,"Sahakaranagar, Bangalore",1.0,
426,"Milann - The Fertility Center, Msr","New BEL Road, Bangalore",6.0,
427,Paramshetty's KDC Hospital Pvt Ltd - Rajarajeshwari Nagar,"Rajarajeshwarinagar, Bangalore",2.0,
428,KSAC Hospital,"Koramangala 6 Block, Bangalore",2.0,4.0
429,Sri Ram Hospital,"KR Puram, Bangalore",1.0,
430,Sahasra Hospitals,"Jayanagar, Bangalore",9.0,35.0
431,Mathru Hospital,"Electronics City, Bangalore",1.0,
432,Eswar Hospital,"Nandini Layout, Bangalore",4.0,
433,Bangalore Kidney Stone Hospital,"Wilson Garden, Bangalore",1.0,
434,Bakson's Homoeopathic Centre for Allergy,"Jayanagar, Bangalore",2.0,
435,Partha Dental Hospital,"Electronics City, Bangalore",2.0,
436,"CHIRAG HOSPITAL, Bangalore","JP Nagar 2 Phase, Bangalore",1.0,25.0
437,Dentys Dental Care - Jayanagar,"Jayanagar, Bangalore",1.0,
438,JMJ Hospital,"Nagawara, Bangalore",1.0,
439,Dr Solanki Eye Hospital,"Malleswaram, Bangalore",8.0,10.0
440,DaVita Care India Pvt. Ltd.,"Banashankari 2nd Stage, Bangalore",9.0,20.0
441,Dentys Dental Care - Basaveshwara Nagar,"Basaveshwaranagar, Bangalore",1.0,
442,Mathru Hospital,"Kengeri, Bangalore",1.0,
443,Dentys Dental Care - Kormangala,"Koramangala 5 Block, Bangalore",1.0,
444,Mallige Hospital,"Peenya, Bangalore",8.0,15.0
445,Vijaya Hospital,"Dasarahalli, Bangalore",6.0,25.0
446,Beneka Nursing Home,"Magadi Road, Bangalore",7.0,
447,BGS Global Hospitals,"Kengeri, Bangalore",2.0,
448,Partha Dental Hospital,"Malleswaram, Bangalore",2.0,
449,Partha Dental Hospital,"Basavanagudi, Bangalore",7.0,
450,Shiva Nursing Home,"Wilson Garden, Bangalore",1.0,
451,Republic Maternity Centre,"Bapujinagar, Bangalore",4.0,10.0
452,LAKSHMI HOSPITAL,"RT Nagar, Bangalore",1.0,
453,Partha Dental Hospital,"Jayanagar 9 Block, Bangalore",5.0,
454,Vasan Dental Care,"HSR Layout, Bangalore",6.0,
455,Vasan Dental Care,"Bannerghatta Road, Bangalore",1.0,
456,Nightingales Home Health Services,"Sahakaranagar, Bangalore",8.0,
457,Vasan Eye Care Hospital,"Vijayanagar, Bangalore",1.0,2.0
458,Partha Dental Hospital,"Bellandur, Bangalore",1.0,
459,K L Hospital,"Ramamurthy Nagar, Bangalore",2.0,55.0
460,Jain Institute of Vascular Sciences,"Vasanthnagar, Bangalore",6.0,400.0
461,Cupa Animal care Hospital,"RT Nagar, Bangalore",1.0,
462,"Nova Hospitals, BTM 6th Stage, Bangalore","BTM Layout, Bangalore",2.0,
463,Gunasheela Fertility Centre,"Koramangala 3 Block, Bangalore",4.0,1.0
464,Sakra IVF Centre,"Bellandur, Bangalore",2.0,
465,Swastik Hospital,"Chamarajpet, Bangalore",1.0,
466,NationWide Bannerghatta Health Centre,"Bannerghatta Road, Bangalore",1.0,
467,Hematology & Bone Marrow Transplant Center,"Kengeri, Bangalore",2.0,
468,Arya Vaidya Hospital,"Nagarbhavi, Bangalore",1.0,
469,Bangalore Hospital,"Basavanagudi, Bangalore",1.0,
470,P R Desai Hospital,"Malleswaram, Bangalore",1.0,
471,Vasan Dental Care,"JP Nagar 1 Phase, Bangalore",1.0,
472,Kusuma Hospital,"Banashankari 3rd Stage, Bangalore",1.0,
473,Shreya Hospital,"Kengeri, Bangalore",1.0,
474,Fracture and Orthopedic Clinic(A unit of K.S Orthopedic Foundation),"Malleswaram, Bangalore",3.0,
475,Dr. Agarwal's Eye Hospital,"Frazer Town, Bangalore",1.0,4.0
476,Hitech Unity Hospital,"Bapujinagar, Bangalore",1.0,25.0
477,Lakshmi Eye Hospital,"Yelahanka, Bangalore",1.0,
478,Vasan Eye Care Hospital,"Bannerghatta Road, Bangalore",1.0,
479,Asha Kiran Hospital,"RT Nagar, Bangalore",1.0,
480,Divine Speciality Hospital,"Benson Town, Bangalore",1.0,
481,Sri Vijaya Hospital,"Kasturi nagar, Bangalore",1.0,
482,Adarsh Multi Specialty Hospital,"Kengeri, Bangalore",1.0,20.0
483,Ashraya Hospital,"Nagarbhavi, Bangalore",1.0,
484,SM Hospital,"RT Nagar, Bangalore",1.0,
485,Manasa Hospital,"Vijayanagar, Bangalore",1.0,39.0
486,Guduchi The Ayurvedism,"Kammana Halli, Bangalore",1.0,
487,Prema Nursing Home Maternity and Casualty Centre,"Jayanagar 8 Block, Bangalore",1.0,
488,K.T.G. Hospital,"Peenya, Bangalore",1.0,
489,Kare Scan Center,"Austin Town, Bangalore",1.0,
490,Shri Sai North Side Hospital,"Sahakaranagar, Bangalore",1.0,
491,Aryan Multispeciality Hospital,"Rajajinagar, Bangalore",1.0,
492,Srinivasa Hospital,"Vijayanagar, Bangalore",1.0,
493,Subash Hospital,"Bidadi, Bangalore",1.0,
494,Sathya Sai Orthopaedic Hospital,"KR Puram, Bangalore",1.0,
495,Radha Krishna Hospital,"Hosakerehalli, Bangalore",1.0,
496,East Point Hospital,"Mahadevapura, Bangalore",1.0,
497,Sunara Multi Speciality Hospital,"Yeshwanthpur, Bangalore",1.0,
498,Hamelten And Baley Hospital,"HSR Layout, Bangalore",1.0,
499,BGS Global Hospital,"Uttarahalli, Bangalore",1.0,
500,Raksha Hospital,"Nandini Layout, Bangalore",1.0,
501,Kaade Hospital,"Rajajinagar, Bangalore",1.0,
502,Sanjeevini Hospital,"Hebbal Kempapura, Bangalore",1.0,
503,Abhinav Hospital,"Magadi Road, Bangalore",5.0,
504,Rajarajeshwari Medical College Hospital ,"Kengeri, Bangalore",6.0,
505,Apex Hospital,"Kengeri, Bangalore",9.0,
506,Matru hospital,"Kengeri, Bangalore",3.0,
507,Manasa Hospital,"Bidadi, Bangalore",6.0,
508,Ganga Specialty Hospital,"Anekal, Bangalore",15.0,
509,Popular Hospital,"Basavanagudi, Bangalore",2.0,
510,Shiva Shakti Multi Speciality Hospital,"Kengeri, Bangalore",10.0,
511,Sri Siridhi Said Baba Charitable Hospital,"Ulsoor, Bangalore",1.0,50.0
512,Raja Lakshmi Hospital,"Yeshwanthpur, Bangalore",4.0,100.0
513,Kidwai Hospital,"Jayanagar, Bangalore",1.0,
514,Laxmi MultiSpeciality Hospital,"Seshadripuram, Bangalore",1.0,
515,Doctor Square Multispeciality Hospital,"Zirakpur, Chandigarh",1.0,10.0
516,Grover Eye Laser & ENT Hospital,"Sector 35, Chandigarh",1.0,50.0
517,Mukat Hospital & Heart Institute,"Sector 34, Chandigarh",5.0,40.0
518,Dashmesh Hospital,"Zirakpur, Chandigarh",3.0,10.0
519,Hope Clinic Maternity Centre,"Sector 21, Chandigarh",1.0,7.0
520,CMC Hospital,"Sector-17, Chandigarh",1.0,
521,VCare Hospital,"Zirakpur, Chandigarh",2.0,15.0
522,Eden Hospital,"Industrial Area Phase I, Chandigarh",1.0,100.0
523,Healing Hospital,"Sector 34, Chandigarh",4.0,50.0
524,Bedi Hospital & Infertility Center,"Sector-33, Chandigarh",67.0,
525,Dhuper Hospital,"Zirakpur, Chandigarh",50.0,
526,Neeraj Eye Hospital,"Sector 36, Chandigarh",12.0,
527,Santokh Hospital,"Chandigarh, Chandigarh",6.0,
528,GROVER EYE LASER HOSPITAL,"Sector 9, Chandigarh",142.0,
529,Mangal Nursing Home,"Sector 22, Chandigarh",50.0,
530,Pandhi Hospital,"Sector 36, Chandigarh",3.0,40.0
531,Navjot Nursing Home,"Sector 65, Chandigarh",4.0,
532,Shrimati Kamla Devi Memorial Charitable Dental Hospital,"Zirakpur, Chandigarh",68.0,
533,Sangeeta Nursing Home,"Sector 21, Chandigarh",33.0,7.0
534,Dr RCP Singh Memorial Dental Hospital,"Zirakpur, Chandigarh",12.0,
535,Sai Guru Nanak Hospital,"Sector 35, Chandigarh",1.0,
536,Dr. Mehta's Hospitals,"Chetpet, Chennai",15.0,27.0
537,Apollo Speciality Hospital,"Vanagaram, Chennai",11.0,50.0
538,Dr. Rabindrans Health Care Centre,"Ambattur, Chennai",17.0,60.0
539,Parvathi Nursing Home,"KK Nagar, Chennai",8.0,25.0
540,St.Isabel's Hospital,"Mylapore, Chennai",4.0,300.0
541,Hindu Mission Hospital,"Tambaram West, Chennai",13.0,220.0
542,Mercury Hospital,"Egmore, Chennai",6.0,30.0
543,Chennai Krishna Hospital,"Chromepet, Chennai",3.0,11.0
544,Fortis Malar Hospital,"Adyar, Chennai",31.0,500.0
545,Dr. Hariharan Diabetes & Heart Care Hospital,"Nanganallur, Chennai",9.0,
546,"Sundaram Medical Foundation, Anna Nagar","Anna Nagar, Chennai",5.0,
547,Radial Ortho Speciality Hospital,"Medavakkam, Chennai",13.0,10.0
548,SBS Hospital,"Virugambakkam, Chennai",14.0,
549,Aysha Hospital,"Purasawakkam, Chennai",15.0,
550,B M Hospitals,"Nanganallur, Chennai",4.0,70.0
551,SP Hospital,"Adambakkam, Chennai",4.0,
552,Mother's Speciality Hospital,"Ambattur, Chennai",28.0,
553,Madras ENT Research Foundation,"Raja Annamalai Puram, Chennai",7.0,
554,KKR ENT Hospital and Research Centre,"Kilpauk, Chennai",9.0,35.0
555,Bethesda Hospital & Child Care Centre,"Tambaram East, Chennai",19.0,35.0
556,Madras Medical Mission Hospital,"Mogappair, Chennai",8.0,100.0
557,Kedar Hospital,"Mugalivakkam, Chennai",14.0,10.0
558,Cosh,"Tambaram, Chennai",7.0,50.0
559,Lifeline Rigid Hospitals,"Kilpauk, Chennai",5.0,45.0
560,Sri Venkateswara C M Hospital,"Nanganallur, Chennai",24.0,30.0
561,Saraswathy Multispeciality Hospital,"Madipakkam, Chennai",42.0,50.0
562,Pankajam Memorial Hospital,"Nanganallur, Chennai",5.0,25.0
563,Srinivas Priya Hospital,"Perambur, Chennai",13.0,75.0
564,Rakshith Hospital,"Valasaravakkam, Chennai",3.0,
565,Girishwari Hospital,"Teynampet, Chennai",20.0,150.0
566,Frontier Lifeline Hospital,"Mogappair, Chennai",27.0,120.0
567,Apollo Childrens Hospital,"Thousand Lights, Chennai",12.0,53.0
568,Soundarapandian Bone and Joint Hospital & Research Institute,"Anna Nagar, Chennai",15.0,60.0
569,Srushti Fertility Centre & Women's Hospital,"Ramapuram, Chennai",33.0,5.0
570,Jayam Hospital & GFC Fertility,"Kodambakkam, Chennai",3.0,30.0
571,Swaram Specialty Hospital,"Sholinganallur, Chennai",23.0,30.0
572,Kauvery Hospitals,"Mylapore, Chennai",8.0,100.0
573,Billroth Hospitals,"Shenoy Nagar, Chennai",13.0,600.0
574,Dr Kamaraj Hospital For Men's Health,"Vadapalani, Chennai",2.0,10.0
575,Vadapalani Multi Speciality Hospital,"Vadapalani, Chennai",31.0,
576,Balaji Nursing Home,"Thiruvanmiyur, Chennai",12.0,15.0
577,Sridevi Hospital,"Anna Nagar, Chennai",8.0,
578,The Guest Hospital,"Kilpauk, Chennai",20.0,
579,Sooriya Hospital,"Saligramam, Chennai",2.0,200.0
580,K M Speciality & Pediatric Care,"KK Nagar, Chennai",6.0,100.0
581,K.J.Hospital-Research & Postgraduate Center,"Chetpet, Chennai",1.0,
582,Siva Head & Neck Hospital,"Royapettah, Chennai",40.0,10.0
583,KHM Hospital,"Anna Nagar, Chennai",4.0,50.0
584,Prashanth Multispeciality Hospital,"Chetpet, Chennai",75.0,300.0
585,Ponmalligai Hospital,"Adambakkam, Chennai",6.0,50.0
586,Jawahar Hospital,"Tambaram, Chennai",16.0,15.0
587,MIOT Hospital,"Manapakkam, Chennai",17.0,
588,Gajanan Hospitals,"Tambaram, Chennai",2.0,75.0
589,BSS Hospital,"Mandaveli, Chennai",8.0,40.0
590,Mehta Hospitals Pvt Ltd,"Chetpet, Chennai",2.0,
591,Pallava Hospital,"Ashok Nagar, Chennai",5.0,30.0
592,Ess Vee Hospital,"Ambattur, Chennai",10.0,
593,City Tower Hospitals,"Anna Nagar, Chennai",8.0,52.0
594,Padmini Nursing Home,"Chetpet, Chennai",30.0,15.0
595,Medindia Hospitals,"Nungambakkam, Chennai",43.0,
596,Global Hospital,"Perumbakkam, Chennai",10.0,1000.0
597,Santosham Chest Hospital,"Egmore, Chennai",9.0,50.0
598,Aswene Soundra Hospital And Research Centre,"Teynampet, Chennai",9.0,
599,Life Med Hospitals,"Gopalapuram, Chennai",2.0,
600,Swaram Poly Clinics,"Sholinganallur, Chennai",3.0,
601,Prime OBG Fertility Centre,"Thiruvanmiyur, Chennai",2.0,20.0
602,Lakshya Fertility and Women's Centre,"Chromepet, Chennai",15.0,
603,Hindu Mission Health Services,"Nanganallur, Chennai",8.0,50.0
604,Shepherd Nursing Home,"Perambur, Chennai",9.0,20.0
605,Orthomed Hospital,"Royapettah, Chennai",2.0,60.0
606,Retteri Sri Kumaran Health Centre Private Limited,"Kolathur, Chennai",10.0,
607,Abhijay Hospital Pvt Ltd,"Perambur, Chennai",6.0,100.0
608,Medicity Health Centre & Diagnostics,"Tambaram East, Chennai",4.0,
609,Amrit Hospital,"Sowcarpet, Chennai",10.0,6.0
610,Sri PadmaPriya Hospital,"Adyar, Chennai",1.0,
611,Aakash Fertility Centre & Hospital,"Vadapalani, Chennai",9.0,50.0
612,Margaret Sidney Hospital,"Nanganallur, Chennai",7.0,10.0
613,N.N. Hospital,"Tambaram West, Chennai",8.0,4.0
614,Sims Hospital (Srm Institutes For Medical Science),"Vadapalani, Chennai",7.0,360.0
615,Billroth Hospitals,"Raja Annamalai Puram, Chennai",1.0,
616,Firm Hospitals,"Anna Nagar, Chennai",6.0,20.0
617,Swaram Hospital Kelambakkam,"Kelambakkam, Chennai",4.0,20.0
618,Srushti Fertility Hospital & Womens Clinic,"Kotturpuram, Chennai",8.0,5.0
619,Care & Cure Speciality Hospital (C and C Woman's Hospital),"Ayanavaram, Chennai",23.0,10.0
620,J V Hospital,"Kodambakkam, Chennai",29.0,30.0
621,Selvaraman Hospital,"Anna Nagar West, Chennai",5.0,
622,Surya Fertility Centre,"T Nagar, Chennai",9.0,2.0
623,RG Stone Urology & Laparoscopy Hospital,"Saidapet, Chennai",2.0,
624,Sivasundar Hospital,"Adyar, Chennai",2.0,
625,Priya Nursing Home,"Washermenpet, Chennai",6.0,50.0
626,Raju Hospital,"T Nagar, Chennai",2.0,42.0
627,Deepam Kidney Stone Centre,"Tambaram, Chennai",11.0,
628,K C Multispeciality Hospital,"Avadi, Chennai",33.0,
629,SKS Hospital,"Mogappair East, Chennai",1.0,10.0
630,A C Hospital,"Ayanavaram, Chennai",19.0,
631,Apollo Hospital - Tondiarpet,"Tondiarpet, Chennai",3.0,100.0
632,Noble Hospital,"Purasawakkam, Chennai",2.0,25.0
633,Deepam Hospitals,"Tambaram West, Chennai",15.0,136.0
634,PM Hospital,"Adyar, Chennai",13.0,
635,Narayana Hospital,"Purasawakkam, Chennai",12.0,50.0
636,Krishna Eye And Ent Hospital,"T Nagar, Chennai",12.0,50.0
637,Pallavaram Children Medical Centre,"Pallavaram, Chennai",8.0,26.0
638,Arokya Hospital,"Nesapakkam, Chennai",2.0,10.0
639,Be Well Hospital,"T Nagar, Chennai",5.0,15.0
640,Cloudnine Hospital,"T Nagar, Chennai",2.0,150.0
641,Prime Care Nursing Home,"Adambakkam, Chennai",1.0,6.0
642,K.F Hospital,"Nanganallur, Chennai",7.0,
643,Soul Hospital,"Perambur, Chennai",3.0,
644,Dr.Agarwal's Eye Hospital - Velachery,"Velachery, Chennai",1.0,
645,Pavithra Hospital,"Kodungaiyur, Chennai",2.0,
646,Sri Sai Speciality Hospital,"Thirumullaivoyal, Chennai",9.0,
647,K.V.T.Speciality Hospital,"Kodungaiyur, Chennai",6.0,
648,Malligai Hospital,"Tondiarpet, Chennai",4.0,
649,Seethapathy Clinic & Hospital,"Royapettah, Chennai",2.0,
650,Appasamy Krishna Hospital,"Velachery, Chennai",6.0,10.0
651,Laksha Hospital,"Mylapore, Chennai",12.0,50.0
652,Sanjeevini Nursing Home,"Washermenpet, Chennai",1.0,
653,Vijayam Hospital and Fertility Centre,"Keelkattalai, Chennai",6.0,25.0
654,A.K. Hospital,"Aminjikarai, Chennai",14.0,20.0
655,Vasnthi Orthopedic Hospital,"Arumbakkam, Chennai",3.0,10.0
656,A2Z  Pregnanacy Care,"Anna Nagar East, Chennai",3.0,15.0
657,MV Hospital for Diabetes,"Adyar, Chennai",21.0,10.0
658,M R Hospital,"Aminjikarai, Chennai",2.0,
659,Ezhil Hospital,"Tondiarpet, Chennai",6.0,40.0
660,Mohan Nursing Home,"Ayanavaram, Chennai",2.0,30.0
661,Nirmals' Eye Hospital,"Tambaram West, Chennai",1.0,21.0
662,Je Nesam Hospital,"Ashok Nagar, Chennai",1.0,
663,Bharani Hospital,"Saligramam, Chennai",10.0,
664,Pet Zone Speciality Hospital,"Alwarpet, Chennai",5.0,
665,Bharathiraja Hospital,"T Nagar, Chennai",4.0,200.0
666,Rajan Eye Care Hospital Pvt Ltd,"T Nagar, Chennai",1.0,30.0
667,Vasan Eye Care Hospital,"Saidapet, Chennai",5.0,10.0
668,Teja Hospital,"Ambattur, Chennai",10.0,30.0
669,Dr. Agarwals Eye Hospital,"Cathedral Road, Chennai",2.0,
670,Rohit Hospital,"Thiruvottiyur, Chennai",10.0,30.0
671,Shree Ayurvedic Multispeciality Hospital,"T Nagar, Chennai",6.0,10.0
672,C M Hospital,"Medavakkam, Chennai",52.0,8.0
673,Jyothi Siddha & Ayurveda Hospital,"Tambaram, Chennai",2.0,10.0
674,Suraj Hospital,"Perumbakkam, Chennai",4.0,15.0
675,K M Multi Speciality Hospital,"Madhavaram, Chennai",3.0,
676,Kensington Hospital - Kilpauk,"Kilpauk, Chennai",1.0,3.0
677,K M Hospital,"Kilpauk, Chennai",9.0,
678,Memorial Hospital,"Adyar, Chennai",23.0,30.0
679,Parvathy Hospital,"Chromepet, Chennai",7.0,50.0
680,Xcellent Care Hospital,"Velachery, Chennai",3.0,50.0
681,The 6th Sense Hospital,"Madipakkam, Chennai",3.0,
682,Sri Chakra Multispeciality Hospital,"Nanganallur, Chennai",5.0,
683,Siva Subramaniam Hospital,"Kottivakkam, Chennai",3.0,
684,Apollo Spectra Hospital,"Alwarpet, Chennai",4.0,24.0
685,Swaram Hospital Navalur,"Navalur Place, Chennai",1.0,30.0
686,Right Hospitals,"Kilpauk, Chennai",2.0,20.0
687,Anand Hospital - Manali,"Manali, Chennai",3.0,40.0
688,Christudas Hospital,"Tambaram East, Chennai",5.0,15.0
689,Shifa Hospital & research centre,"Triplicane, Chennai",6.0,
690,Hande Hospital,"Shenoy Nagar, Chennai",1.0,20.0
691,Sree Sai Krishna Hospital,"Kilpauk, Chennai",5.0,
692,Das Nursing Home,"Pozhichalur, Chennai",52.0,30.0
693,Dr V Seshiah & Balaji Research Institute & Diabetes Care Centre,"Aminjikarai, Chennai",2.0,50.0
694,Nagamani Hospital,"Washermenpet, Chennai",9.0,25.0
695,GLB Hospitals,"Anna Nagar, Chennai",4.0,10.0
696,K.M.Hospitals,"Kilpauk, Chennai",3.0,
697,PVR Dental Hospital,"Nanganallur, Chennai",3.0,1.0
698,N.S.Hospital,"Tambaram, Chennai",31.0,15.0
699,Vasan Eye Care Hospital,"Tambaram, Chennai",2.0,10.0
700,Dr. A.C Aruldas Hospital,"Perambur, Chennai",2.0,40.0
701,Hera Hospital,"Virugambakkam, Chennai",2.0,25.0
702,G R Fertility Centre,"Adambakkam, Chennai",2.0,20.0
703,Durgabai Deshmukh Hospital & Research Centre,"Raja Annamalai Puram, Chennai",8.0,
704,Apollo Speciality Hospitals,"OMR Road, Chennai",5.0,70.0
705,Avm Medical ENT Research Foundation Hospital,"Mylapore, Chennai",4.0,25.0
706,RK Nursing Home,"Chromepet, Chennai",9.0,10.0
707,Sugam Hospital,"Thiruvottiyur, Chennai",6.0,100.0
708,M.M.Dental Care,"Alwarpet, Chennai",6.0,5.0
709,A V Hospital,"Washermenpet, Chennai",3.0,35.0
710,Vs Hospitals - Multi Speciality,"Chetpet, Chennai",1.0,50.0
711,F.O.R Ortho Hospital,"Kolathur, Chennai",4.0,
712,V Cure Hospital,"Velachery, Chennai",2.0,
713,Suman Hospital,"Thiruvottiyur, Chennai",2.0,5.0
714,Hiba Hospital,"Triplicane, Chennai",2.0,15.0
715,Srinivas Eye Hospital,"Thiruvallur, Chennai",8.0,
716,DRJ Hospital,"Kolathur, Chennai",2.0,75.0
717,Deepam Eye Hospital,"Kilpauk, Chennai",8.0,
718,Ramachandran's Diabetes Hospitals - Guindy,"Guindy, Chennai",4.0,
719,Guru Raghavendra Hospitals,"KK Nagar, Chennai",2.0,
720,M.V. Hospital for Diabetes & Diabetes Research Centre,"Royapuram, Chennai",11.0,
721,Nova IVI Fertility,"Raja Annamalai Puram, Chennai",6.0,10.0
722,Fortis Hospital,"Vadapalani, Chennai",1.0,
723,Sankara Kidney Hospital,"Pallavaram, Chennai",1.0,50.0
724,Spot Hospital,"Kodambakkam, Chennai",4.0,30.0
725,Chennai Meenakshi Multispeciality Hospital,"Mylapore, Chennai",3.0,100.0
726,K.P Hospital,"Adambakkam, Chennai",10.0,35.0
727,RSR'S Trinity Acute Care Hospital,"Mylapore, Chennai",5.0,50.0
728,Eswar Medical Foundation,"Kolathur, Chennai",1.0,35.0
729,MuvaHospital,"Aminjikarai, Chennai",4.0,
730,Udhi Eye Hospital,"Alwarpet, Chennai",1.0,
731,Girishwari Hospitals,"Alwarpet, Chennai",1.0,
732,Bloom Fertility & Healthcare,"Velachery, Chennai",28.0,50.0
733,Lakshmi Hospital - West Mambalam,"West Mambalam, Chennai",2.0,
734,Annamalai Hospital,"West Mambalam, Chennai",15.0,10.0
735,SKS Pet Hospital,"Kottivakkam, Chennai",1.0,2.0
736,GG Superspeciality Hospitals,"Nungambakkam, Chennai",3.0,30.0
737,KKR ENT Hospital & Research Institute,"Kilpauk, Chennai",30.0,
738,Helios Hospitals,"Velachery, Chennai",2.0,25.0
739,Trauma and Orthopaedic Speciality Hospital (TOSH),"Kilpauk, Chennai",2.0,30.0
740,USR ENT Care,"Anna Nagar, Chennai",1.0,
741,Motherhood Hospital Chennai,"Alwarpet, Chennai",5.0,5.0
742,Iyyappa Hospital & Diabetic Reseach Centre,"Perambur, Chennai",8.0,
743,V. S. Hospital,"Kovilambakkam, Chennai",1.0,8.0
744,Deepam Hospitals,"Chromepet, Chennai",10.0,40.0
745,Chellam Hospital,"Madambakkam, Chennai",2.0,30.0
746,Vasan Dental Hospital,"Saidapet, Chennai",75.0,
747,Lakshya Hospital Fertility & Women's Centre,"Tambaram, Chennai",87.0,20.0
748,Vellammal Hospitals,"Mogappair, Chennai",16.0,
749,Sri Balaji Hospital,"Guindy, Chennai",4.0,55.0
750,Laser and Laparoscopic Hospital,"T Nagar, Chennai",27.0,50.0
751,Aashara Hospital,"Anna Nagar West, Chennai",28.0,12.0
752,Shivas Eye Care Hospital,"Anna Nagar, Chennai",2.0,1.0
753,Manashasthra Integrated Mind Care,"Vanagaram, Chennai",5.0,40.0
754,RathiMed Speciality Hospital,"Anna Nagar, Chennai",17.0,20.0
755,Dr.Agarwal's Eye Hospital - Ashok Nagar,"Ashok Nagar, Chennai",27.0,
756,Anjakha Multispeciality Hospital,"Madipakkam, Chennai",4.0,30.0
757,Indigo Womens Center,"Anna Nagar, Chennai",4.0,6.0
758,Apollo Spectra Hospitals,"MRC Nagar, Chennai",3.0,70.0
759,Apollo Speciality Cancer Hospital,"Teynampet, Chennai",4.0,500.0
760,ANN Hospital,"Valasaravakkam, Chennai",4.0,50.0
761,Cherish Hospital,"Thirumullaivoyal, Chennai",17.0,20.0
762,Aditya Hospital,"Kilpauk, Chennai",5.0,
763,S R Multispeciality Hospital,"Arumbakkam, Chennai",2.0,30.0
