,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
419,The Venlakh Hospital,"Chamarajpet, Bangalore",8,50
420,Vinayak Hospital,"Sector 27, Noida",1,50
421,Gupta Mulitispeciality Hospital,"Vivek Vihar, Delhi",13,50
422,Surya Hospital - Krishna Nagar,"Krishna Nagar, Delhi",5,50
423,Diavisita Diabetes & Multispeciality Hospital,"Banashankari 3rd Stage, Bangalore",1,50
424,Shrinivas Hospital,"Kankarbagh, Patna",2,50
425,Max Super Speciality Hospital,"Patparganj, Delhi",1,50
426,Nirvan Hospital,"Indira Nagar, Lucknow",2,50
427,Athreya Hospital,"Hosur Road, Bangalore",8,50
428,Artemis Hospitals,"Dwarka, Delhi",8,50
429,Chikitsa Hospital,"Saket, Delhi",58,50
430,Ortho World,"Kankarbagh, Patna",1,50
431,Panchsheel Hospital,"Yamuna Vihar, Delhi",11,50
432,Metro Hospitals & Heart Institute,"Lajpat Nagar, Delhi",1,50
433,Bhatia Global Hospital & Endosurgery Institute,"Paschim Vihar, Delhi",2,50
434,Swapna Health Care,"Begumpet, Hyderabad",7,50
435,Muni Maya Ram Jain Hospital,"Pitampura, Delhi",6,50
436,City Hospital-kurla,"Kurla West, Mumbai",1,50
437,Devasya Kidney Hospital,"Nava Vadaj, Ahmedabad",1,50
438,Kosmos Superspeciality Hospital,"Anand Vihar, Delhi",2,50
439,Sagar Chandramma Hospitals,"VV Puram, Bangalore",16,50
440,Moolchand Hospital,"Lajpat Nagar, Delhi",32,50
441,IBS Hospital,"Lajpat Nagar, Delhi",3,50
442,Aakash Hospital,"Malviya Nagar, Delhi",7,50
443,Orchid Hospital & Heart Centre,"Janak Puri, Delhi",12,50
444,Hans Charitable Hospital,"GTB Nagar, Delhi",1,50
445,Muskaan Hospital,"Rohini, Delhi",1,50
446,Fortis Medcentre,"Marathahalli, Bangalore",2,50
447,Kirloskar Hospital,"Basheerbagh, Hyderabad",5,50
448,Columbia Asia Hospital,"Kharadi, Pune",6,50
449,Indo-us Superspeciality Hospital,"Ameerpet, Hyderabad",7,50
450,Sigma Hospitals,"Dilsukhnagar, Hyderabad",2,50
451,Dr. Sailaja's Super Speciality Eye Hospital,"Horamavu, Bangalore",4,50
452,Ushodaya Hospital,"Kishanbagh, Hyderabad",2,50
453,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1,50
454,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",5,50
455,Lokmanya Hospital,"Swargate, Pune",7,50
456,Nikhil Hospitals,"Srinagar Colony, Hyderabad",1,50
457,Malik Radix Health Care,"Nirman Vihar, Delhi",76,50
458,Rakshitha Hospital,"Dilsukhnagar, Hyderabad",1,50
459,Oyster and Pearl Hospitals,"Bhavani Peth, Pune",3,50
460,Kamat Hospital,"Chinchwad, Pune",1,50
461,American Oncology Institute,"Lingampally, Hyderabad",1,50
462,Aryan Hospital,"Nagarbhavi, Bangalore",6,50
463,Ashtvinayak Hospital,"Moshi, Pune",1,50
464,Jaypee Hospital,"Greater Noida West, Noida",1,50
465,Mai Mangeshkar Hospital,"Warje, Pune",4,50
466,Shine Childrens Hospital,"LB Nagar, Hyderabad",2,50
467,Karuna Hospital,"Borivali West, Mumbai",6,50
468,Medipoint Hospital,"Chandan Nagar, Pune",4,50
469,Ashwin Medical Foundation's Moraya Multispeciality Hospital,"Chinchwad, Pune",32,50
470,AIMS Hospital,"Greater Noida, Noida",2,50
471,Sri Lakshmi Super Speciality Hospital,"CV Raman Nagar, Bangalore",9,50
472,Life Care Hospital,"Sector 61, Noida",1,50
473,Kamineni Fertility Centre,"King Koti, Hyderabad",2,50
474,Himabindu Multispeciality Hospital,"Sagar Road, Hyderabad",1,50
475,Dhanashree Hospital,"Chinchwad, Pune",12,50
476,KGH Hospital,"Dilsukhnagar, Hyderabad",1,50
477,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1,50
478,Aruna Hospital,"Ecil, Hyderabad",4,50
479,Zoi Hospitals,"Attapur, Hyderabad",1,50
480,Metro Hospital,"Nizampet, Hyderabad",1,50
481,Chaitanya Hospitals & Diagnostics,"Kushaiguda, Hyderabad",3,50
482,Tripathi Hospital,"Sector 119, Noida",1,50
483,Siddhi Health Care Center,"Sangavi, Pune",1,50
484,IndoGulf Hospital & Diagnostics,"Sector 19, Noida",1,50
485,Axon Speciality Hospital,"Indiranagar, Bangalore",11,50
486,Soorya Orthopaedic Hospital,"Ecil, Hyderabad",4,50
487,V CareMulti Speciality Hospital,"Ameerpet, Hyderabad",19,50
488,Oarchid Hospital,"Kothapet, Hyderabad",21,50
489,Saluja Hospital,"Secunderabad, Hyderabad",17,50
490,Dr Naveen Reddy's General Hospital,"Moti Nagar, Hyderabad",9,50
491,Dr. LH Hiranandani Hospital,"Powai, Mumbai",9,50
492,Cloudnine Hospital,"Old Airport Road, Bangalore",1,50
493,S V Pooja Hospital,"Hyder Nagar, Hyderabad",1,50
494,Universal Hospital,"Kasba Peth, Pune",83,50
495,"Lakshmi Hospital for Women, Children & Multispeciality","Madinaguda, Hyderabad",5,50
496,Neha Prakash Hospital,"Yelahanka, Bangalore",9,50
497,Sidvin Hospital ,"Rajajinagar, Bangalore",16,50
498,Aastha Health Care,"Mulund West, Mumbai",4,50
499,Niron Hospital,"Santacruz East, Mumbai",2,50
500,Sujay Hospital,"Vileparle West, Mumbai",7,50
501,Happy Children's Hospital,"Chanda Nagar, Hyderabad",2,50
502,Suraksha Children Hospital,"Tarnaka, Hyderabad",2,50
503,Parvathi Hospital,"Secunderabad, Hyderabad",2,50
504,Sree Maruthi Nursing Home,"West Marredpally, Hyderabad",1,50
505,Ankura Children's Hospital,"Madinaguda, Hyderabad",1,50
506,GNR Multi Speciality Hospital,"Alwal, Hyderabad",4,50
507,Hinduja Hospital,"Mahim, Mumbai",32,50
508,Sri Sai Kamala Hospital,"Dilsukhnagar, Hyderabad",57,50
509,Apple Hospitals,"Yakutpura, Hyderabad",1,50
510,Swapna Healthcare - Miyapur,"Miyapur, Hyderabad",2,50
511,Krishnaveni Hospital,"Hayathnagar, Hyderabad",5,50
512,Devagiri Hospital,"Banashankari, Bangalore",6,50
513,Abhinav Orthopaedic Hospital,"Dilsukhnagar, Hyderabad",3,50
514,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",4,50
515,Navjeevan Hospitals,"Secunderabad, Hyderabad",1,50
516,Shreyas Hospital ,"Ecil, Hyderabad",1,50
517,Navodaya Hospitals,"Secunderabad, Hyderabad",3,50
518,Sunitha Children's Hospital,"Sagar Road, Hyderabad",1,50
519,Sri Siridhi Said Baba Charitable Hospital,"Ulsoor, Bangalore",1,50
520,Laser and Laparoscopic Hospital,"T Nagar, Chennai",27,50
521,RSR'S Trinity Acute Care Hospital,"Mylapore, Chennai",5,50
522,Parvathy Hospital,"Chromepet, Chennai",7,50
523,Xcellent Care Hospital,"Velachery, Chennai",3,50
524,Dr V Seshiah & Balaji Research Institute & Diabetes Care Centre,"Aminjikarai, Chennai",2,50
525,Ponmalligai Hospital,"Adambakkam, Chennai",6,50
526,Apollo Cradle Women's Hospital,"Thousand Lights, Chennai",1,50
527,Vs Hospitals - Multi Speciality,"Chetpet, Chennai",1,50
528,KHM Hospital,"Anna Nagar, Chennai",4,50
529,Sankara Kidney Hospital,"Pallavaram, Chennai",1,50
530,Bloom Fertility & Healthcare,"Velachery, Chennai",2,50
531,Apollo Speciality Hospital,"Vanagaram, Chennai",11,50
532,ANN Hospital,"Valasaravakkam, Chennai",4,50
533,Bengaluru Smiles Hospital,"Mathikere - BEL, Bangalore",2,50
534,VS Hospitals - Centre for Advanced Surgeries and Tertiary Care,"Kilpauk, Chennai",2,50
535,Nichani Hosptial,"Royapuram, Chennai",1,50
536,Murugan Hospitals,"Kilpauk, Chennai",1,50
537,HCG Hospital,"Mylapore, Chennai",1,50
538,VS Hospitals - Advanced Cancer Care,"Chetpet, Chennai",1,50
539,Saraswathy Multispeciality Hospital,"Madipakkam, Chennai",5,50
540,Santosham Chest Hospital,"Egmore, Chennai",9,50
541,Cosh,"Tambaram, Chennai",24,50
542,Hindu Mission Health Services,"Nanganallur, Chennai",8,50
543,Laksha Hospital,"Mylapore, Chennai",12,50
544,Priya Nursing Home,"Washermenpet, Chennai",6,50
545,Grover Eye Laser & ENT Hospital,"Sector 35, Chandigarh",1,50
546,Narayana Hospital,"Purasawakkam, Chennai",12,50
547,Krishna Eye And Ent Hospital,"T Nagar, Chennai",12,50
548,Healing Hospital,"Sector 34, Chandigarh",4,50
549,Aakash Fertility Centre & Hospital,"Vadapalani, Chennai",9,50
550,SCI International Hospital,"Greater Kailash Part 1, Delhi",5,49
551,Maharishi Ayurveda Hospital,"Shalimar Bagh, Delhi",8,49
552,Desai Accident & General Hospital,"Bhosari, Pune",117,48
553,Cloudnine Hospital,"Malleswaram, Bangalore",29,47
554,Dr. Das Hospital & ICCU,"Chembur East, Mumbai",2,45
555,SRV Hospital,"Goregaon West, Mumbai",1,45
556,K K Hospital,"Chandan Nagar, Pune",1,45
557,Handa Nursing Home,"Raja Garden, Delhi",5,45
558,Pushpanjali Medical Centre,"Anand Vihar, Delhi",14,45
559,Lifeline Rigid Hospitals,"Kilpauk, Chennai",5,45
560,Excel Care Hospital,"Banashankari 2nd Stage, Bangalore",21,44
561,Amar Leela Hospital Pvt. Ltd,"Janak Puri, Delhi",5,43
562,Raju Hospital,"T Nagar, Chennai",2,42
563,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",2,42
564,Udhna Hospital Pvt. Ltd.,"Udhna, Surat",1,40
565,Rvushi Children Hospital,"Laldarwaja, Surat",2,40
566,Lakshmi Maternity & Surgical  Centre,"Malleswaram, Bangalore",1,40
567,Medox Hospital,"Jankipuram, Lucknow",1,40
568,Kangaroo Care Women & Children Hospital,"Vijayanagar, Bangalore",16,40
569,Bapu Nature Cure Hospital & Yogashram,"Mayur Vihar Ph-I, Delhi",13,40
570,Shah Accident Hospital,"Yerwada, Pune",13,40
571,Pawar Hospital,"Dhankawadi, Pune",2,40
572,Kings Hospital,"Kolathur, Chennai",2,40
573,Dr. A.C Aruldas Hospital,"Perambur, Chennai",2,40
574,Jeevan Hospital,"Karmanghat, Hyderabad",1,40
575,Maiya Multi Speciality Hospital,"Jayanagar, Bangalore",20,40
576,Shanthi Hospital and Research Center,"Jayanagar 7 Block, Bangalore",8,40
577,Lotus Multispeciality Hospital,"Pimple Saudagar, Pune",1,40
578,BSS Hospital,"Mandaveli, Chennai",8,40
579,Anand Hospital - Manali,"Manali, Chennai",3,40
580,Krishna Hospital,"Kothrud, Pune",10,40
581,ACE Hospital,"Erandwane, Pune",1,40
582,Sai Shree Hospital,"Aundh, Pune",1,40
583,Mata Roop Rani Maggo Hospital,"Uttam Nagar, Delhi",11,40
584,Sri Sai Ram Hospital,"BTM Layout 2nd Stage, Bangalore",20,40
585,Deepam Hospitals,"Chromepet, Chennai",2,40
586,Patil Hospital,"Sinhagad Road, Pune",8,40
587,Manashasthra Integrated Mind Care,"Vanagaram, Chennai",5,40
588,Ezhil Hospital,"Tondiarpet, Chennai",6,40
589,Dr. Saji D'souza's KSAC Hospital,"Punjagutta, Hyderabad",33,40
590,Birthright By Rainbow,"Kondapur, Hyderabad",2,40
591,Dr. R G Ghatnekars - Kasturba General Hospital,"Vishrantwadi, Pune",1,40
592,Maharaja Agrasen Hospital,"Padmanabhanagar, Bangalore",32,40
593,Pandhi Hospital,"Sector 36, Chandigarh",3,40
594,Krishna Hospital,"Maharani Peta, Visakhapatnam",3,40
595,Mukat Hospital & Heart Institute,"Sector 34, Chandigarh",5,40
596,Blossom Multispecialty Hospital,"Electronics City, Bangalore",10,40
597,Omega Multispeciality Hospital,"Yelahanka New Town, Bangalore",1,40
598,Bagavathi Multi Speciality Hospital,"HSR Layout, Bangalore",2,40
599,Sir Ganga Ram Kolmet Hospital,"Old Rajendra Nagar, Delhi",22,40
600,Queens Hospital,"HSR Layout, Bangalore",8,40
601,Manasa Hospital,"Vijayanagar, Bangalore",1,39
602,Khanna Hospital,"Janak Puri, Delhi",22,38
603,Mangal Anand Hospital,"Chembur, Mumbai",22,38
604,Ramakrishna Super Speciality Hospital,"Jayanagar, Bangalore",18,38
605,Fortis La Femme,"Greater Kailash Part 2, Delhi",14,38
606,Tanvir Hospital,"Srinagar Colony, Hyderabad",11,37
607,Milann The Fertility Center,"Kumara Park West, Bangalore",8,36
608,Satyanand Hospital - Kondhwa,"Kondhwa, Pune",23,36
609,Eswar Medical Foundation,"Kolathur, Chennai",1,35
610,GMR Hospital,"Mogappair West, Chennai",3,35
611,Aries Maternity Hospital,"Mehdipatnam, Hyderabad",9,35
612,Choolai 24hrs Hospital,"Choolai, Chennai",50,35
613,Rohan Hospital,"Mehdipatnam, Hyderabad",9,35
614,Bhagat Hospital,"Janak Puri, Delhi",16,35
615,Prayag Hospital,"Sector 41, Noida",1,35
616,Agada Hospital,"T Nagar, Chennai",7,35
617,Apollo Spectra Hospitals,"Sadashiv Peth, Pune",6,35
618,Sahasra Hospitals,"Jayanagar, Bangalore",1,35
619,A V Hospital,"Washermenpet, Chennai",3,35
620,Bethesda Hospital & Child Care Centre,"Tambaram East, Chennai",8,35
621,Sarla Hospital,"Santacruz West, Mumbai",11,35
622,Medstar Speciality Hospital,"Sahakaranagar, Bangalore",2,35
623,Cure Hospital,"Old Bowenpally, Hyderabad",1,35
624,K.P Hospital,"Adambakkam, Chennai",10,35
625,Raksha Hospital,"Malad West, Mumbai",9,35
626,KKR ENT Hospital and Research Centre,"Kilpauk, Chennai",9,35
627,Mathru Multispecialty Hospital,"Kanakpura Road, Bangalore",1,35
628,Remedy Hospital,"Hadapsar, Pune",1,35
629,Padma Hospital,"Miyapur, Hyderabad",1,35
630,Bhayander Criticare Hospital,"Bhayandar East, Mumbai",2,35
631,Pralaksha Hospital,"Hosur Road, Bangalore",1,35
632,Dr. Akash Garg Clinic,"Sector 22, Noida",1,34
633,Sai Baba Hospital,"Bhayandar East, Mumbai",3,34
634,Bilva Hospital,"Malleswaram, Bangalore",1,34
635,Cloudnine Kids,"Jayanagar, Bangalore",39,32
636,Sama Hospital,"August Kranti Marg, Delhi",8,31
637,Sai Sneh Hospital & Diagnostic Center Pvt. Ltd,"Satara Road, Pune",20,31
638,Sahyadri Hospital,"Bibvewadi, Pune",10,31
639,Sri Venkateswara Hospital,"Madiwala, Bangalore",2,30
640,Kusuma Hospital,"Banashankari 3rd Stage, Bangalore",28,30
641,Astha Hospital,"Chikhali, Pune",1,30
642,Manjushree Speciality Hospital,"Ulsoor, Bangalore",9,30
643,Hemraj Jain Hospital and Maternity Home,"Janak Puri, Delhi",3,30
644,Trauma and Orthopaedic Speciality Hospital (TOSH),"Kilpauk, Chennai",2,30
645,Yogananda Multispecialty Hospital,"Padmanabhanagar, Bangalore",3,30
646,Nethralakshi Eye Hospital,"Chamarajpet, Bangalore",2,30
647,Kapadia Multispeciality Hospital,"Goregaon West, Mumbai",5,30
648,GG Superspeciality Hospitals,"Nungambakkam, Chennai",3,30
649,Nano Hospitals,"Hulimavu, Bangalore",26,30
650,Sujay Hospital And Research Center,"Juhu, Mumbai",1,30
651,Sunridges Speciality Hospital,"Vileparle West, Mumbai",6,30
652,Bharathi Nursing Home,"Basavanagudi, Bangalore",11,30
653,Sreenagar Nursing Home,"Srinagar, Bangalore",7,30
654,K L Hospital,"Neelangarai, Chennai",2,30
655,Cloudnine Hospital,"Bellandur, Bangalore",4,30
656,Columbus Hospital - Institute Of Psychiatry and Deaddiction,"Begumpet, Hyderabad",12,30
657,Mohan Nursing Home,"Ayanavaram, Chennai",2,30
658,Kakatiya Hospital,"Gachibowli, Hyderabad",2,30
659,Das Nursing Home,"Pozhichalur, Chennai",52,30
660,Sahyadri Hospital,"Kothrud, Pune",5,30
661,Chetana Hospital,"Secunderabad, Hyderabad",65,30
662,"Nirmala Maternity, Orthopaedic And General Hospital","Mehdipatnam, Hyderabad",7,30
663,Manjunath Hospital,"Wilson Garden, Bangalore",59,30
664,BHARATHY HOSPITAL,"Vijayanagar, Bangalore",42,30
665,Mangal Murti Hospital,"Borivali West, Mumbai",11,30
666,Jayam Hospital & GFC Fertility,"Kodambakkam, Chennai",3,30
667,Sarojini hospital,"Dasarahalli, Bangalore",2,30
668,Aarogya Hospital,"Nampally, Hyderabad",2,30
669,Lakshmi Sailaja Hospital,"Suchitra Circle, Hyderabad",6,30
670,Chellam Hospital,"Madambakkam, Chennai",10,30
671,Seema Multispeciality Hospital,"Nalasopara West, Mumbai",2,30
672,Spot Hospital,"Kodambakkam, Chennai",4,30
673,Poornima Hospital,"RT Nagar, Bangalore",18,30
674,Swaram Specialty Hospital,"Sholinganallur, Chennai",8,30
675,M M Hospital & Maternity Centre,"Mehdipatnam, Hyderabad",1,30
676,Sri Balaji Nursing Home,"Uppal, Hyderabad",1,30
677,Dhanwantari Hospital,"Nigdi, Pune",25,30
678,Haritha Hospitals,"Kothaguda, Hyderabad",7,30
679,Sai Multispeciality Hospital,"Hadapsar, Pune",2,30
680,World Gastroenterology Institute,"Andheri West, Mumbai",1,30
681,Marvel Hospital And Fertility Centre,"Koramangala 1 Block, Bangalore",15,30
682,Deendayal Memorial Hospital,"FC Road, Pune",3,30
683,Anjakha Multispeciality Hospital,"Madipakkam, Chennai",4,30
684,Global Nursing Home,"Ghatkopar, Mumbai",7,30
685,Mercury Hospital,"Egmore, Chennai",6,30
686,Swathi Hospital,"Banjara Hills, Hyderabad",9,30
687,Vignesh Nursing Home,"Kukatpally, Hyderabad",4,30
688,Shashwat Hospital,"Kothrud, Pune",1,30
689,Nandini Hospitals,"Sainikpuri, Hyderabad",5,30
690,Srinivasa Hospital,"Hayathnagar, Hyderabad",7,30
691,Swaram Hospital Navalur,"Navalur Place, Chennai",1,30
692,Nova ENT Hospital,"Somajiguda, Hyderabad",1,30
693,S R Multispeciality Hospital,"Arumbakkam, Chennai",2,30
694,Shreenagar Nursing Home,"Srinagar, Bangalore",18,30
695,Sai Siva Children Hospital,"Chanda Nagar, Hyderabad",2,30
696,Pentamed Hospital,"Model Town, Delhi",8,30
697,Jeevan Maternity & General Hospital,"Malad East, Mumbai",17,30
698,Aayug Multi Specialty Hospital,"Kundalahalli, Bangalore",2,30
699,Aarogya Hospital,"Chitra Vihar, Delhi",73,30
700,Sita Bhateja Specialty Hospital,"Langford Road, Bangalore",9,30
701,Rashmi Hospital,"Indiranagar, Bangalore",2,30
702,Sri Venkateswara C M Hospital,"Nanganallur, Chennai",42,30
703,Tamara Hospital & IVF Centre,"Rajajinagar, Bangalore",6,30
704,Banarasi Das Chandiwal Institute Of Medical Sciences,"Kalkaji, Delhi",4,30
705,Tirath Ram Hospital,"Delhi, Delhi",1,30
706,Asha Maternity And General Hospital,"Malad East, Mumbai",7,30
707,Shiva Krishna Hospital,"Sahibabad, Delhi",6,30
708,C T Hospital,"Dhanori, Pune",1,30
709,J V Hospital,"Kodambakkam, Chennai",29,30
710,Vasantha Hospital,"Washermenpet, Chennai",1,30
711,Memorial Hospital,"Adyar, Chennai",23,30
712,People Tree Maarga,"Yelahanka, Bangalore",8,30
713,S J Hospital,"Sanjay Nagar, Bangalore",7,30
714,RG Stone Urology And Laparoscopy Hospital,"Karkardooma, Delhi",1,30
715,Sangamerkar Hospital,"Wadgaon Sheri, Pune",2,30
716,Rohit Hospital,"Thiruvottiyur, Chennai",10,30
717,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",2,30
718,Amma Hospital,"Nungambakkam, Chennai",1,30
719,Teja Hospital,"Ambattur, Chennai",10,30
720,Sukhmani Hospital,"Safdarjung Enclave, Delhi",1,30
721,Vasantha Multi Speciality Hospital,"Thiruvottiyur, Chennai",2,30
722,Pallava Hospital,"Ashok Nagar, Chennai",5,30
723,Vitalife Clinic,"Whitefield, Bangalore",10,30
724,Navachetana Hospital,"Yelahanka, Bangalore",22,30
725,Mallika Hospital,"Jogeshwari West, Mumbai",7,30
726,Life Care Hospital,"BTM Layout, Bangalore",10,30
727,Fortis Aashlok Hospital,"Safdarjung Enclave, Delhi",19,30
728,Psycare,"Jasola, Delhi",3,30
729,International Fertility Centre,"Green Park, Delhi",8,30
730,Powai Polyclinic & Hospital,"Powai, Mumbai",2,30
731,Rajan Eye Care Hospital Pvt Ltd,"T Nagar, Chennai",1,30
732,Shalyak Hospital,"Jogeshwari East, Mumbai",2,28
733,Ovum Woman & Child Speciality Hospital,"Banaswadi, Bangalore",28,28
734,Shree Hospital,"Chembur, Mumbai",13,28
735,Nirmala Hospital,"Mahalaxmi, Mumbai",1,27
736,Dr. Mehta's Hospitals,"Chetpet, Chennai",15,27
737,Serene Hospital,"Vishrantwadi, Pune",10,26
738,Ruby Hospital,"Jogeshwari West, Mumbai",1,26
739,Pallavaram Children Medical Centre,"Pallavaram, Chennai",8,26
740,Sai Hospital,"Antop Hill, Mumbai",2,25
741,Apex Hospital,"Naraina Vihar, Delhi",1,25
742,Jaya Bhushan Hospitals,"Mehdipatnam, Hyderabad",32,25
743,Radius Joint Surgery Hospital,"Gomtinagar, Lucknow",1,25
744,Dr. Agarwal's Eye Hospital,"JP Nagar 3 Phase, Bangalore",6,25
745,Sudha Nursing Home,"Safilguda, Hyderabad",1,25
746,Milann - The Fertility Center,"JP Nagar 1 Phase, Bangalore",15,25
747,New Life Line Multi speciality Hospital,"Kapra, Hyderabad",20,25
748,B. W. Lions Super Speciality Eye Hospital,"Kalasipalayam, Bangalore",3,25
749,Green City Hospital,"JP Nagar 6 Phase, Bangalore",62,25
750,Patel Hospital,"Laxmi Nagar, Delhi",20,25
751,Hitech Unity Hospital,"Bapujinagar, Bangalore",1,25
752,Shree Hospital,"Nagar Road, Pune",1,25
753,NuCare Hospital,"Baner, Pune",1,25
754,NIXI ICU & Accident Hospital,"Handewadi, Pune",3,25
755,Niranjana Hospital and Well Women Centre,"Villivakkam, Chennai",12,25
756,Wellspring Mother & Child Hospital,"Sadashivanagar, Bangalore",5,25
757,Sant Sopandev Hospital and Criticare Centre,"Saswad, Pune",1,25
758,Jain Muni Roshan Lal Charitable Hospital,"Tri Nagar, Delhi",2,25
759,Shetiya Hospital And Komal Nursing Home,"Vishrantwadi, Pune",5,25
760,Manipal Ankur,"Kalyan Nagar, Bangalore",4,25
761,Shalom Medicare Pvt Ltd,"Bhayandar East, Mumbai",2,25
762,Hyderabad Urology And Andrology Center,"Kothapet, Hyderabad",1,25
763,Sowmya Childrens Hospital,"SR Nagar, Hyderabad",10,25
764,Central Hospital,"Ganesh Nagar, Delhi",2,25
765,Devishiv Hospital,"Mahanagar, Lucknow",1,25
766,Ambaa Hospitals,"Langer House, Hyderabad",1,25
767,Shyam Hospital,"Delhi, Delhi",1,25
768,Lotus Multispecialty Hospital,"Borivali West, Mumbai",1,25
769,Divakars Speciality Hospital,"JP Nagar 2 Phase, Bangalore",7,25
770,Supra South City Hospital,"JP Nagar 7 Phase, Bangalore",1,25
771,"MANKINDD - The Gastro, Liver & Pancreas Centre","Himayat Nagar, Hyderabad",7,25
772,Helios Hospitals,"Velachery, Chennai",2,25
773,Modi Hospital ,"Mulund, Mumbai",3,25
774,Fortis C-DOC Hospital,"Nehru Place, Delhi",13,25
775,Mohit Hospital,"Borivali East, Mumbai",2,25
776,Sai Hospital-Thane,"Mulund, Mumbai",76,25
777,Belle Vue Nursing Home,"Andheri West, Mumbai",5,25
778,Tilaknagar Hospital,"Amberpet, Hyderabad",2,25
779,Sri Ram Speciality Hospital,"Viveknagar, Bangalore",5,25
780,Ozone Hospital,"Sangavi, Pune",4,25
781,Vijayam Hospital and Fertility Centre,"Keelkattalai, Chennai",1,25
782,Zynova Heart Hospital,"Ghatkopar West, Mumbai",2,25
783,Sawan Neelu Angels Nursing Home,"Saket, Delhi",3,25
784,Datta Saanvi Hospitals,"Old Bowenpally, Hyderabad",2,25
785,Bhavsar Nursing Home & ICCU,"Bhandup West, Mumbai",1,25
786,Ojas Eye Hospital,"Bandra West, Mumbai",2,25
787,Rainbow Children's Hospital,"Madhapur, Hyderabad",2,25
788,Vijaya Hospital,"Dasarahalli, Bangalore",6,25
789,Gouri Hospital,"Kamla Nagar, Delhi",32,25
790,Navjeevan Hospital - Pitampura,"Pitampura, Delhi",2,25
791,Sankara Eye Hospital,"Kundalahalli, Bangalore",20,25
792,Adarsh Hospital,"Jankipuram Extension, Lucknow",1,25
793,Pritam Children's Hospital,"Bhosari, Pune",48,25
794,Manipal Fertility,"Rajajinagar, Bangalore",3,25
795,Kukreja Hospital,"Mayur Vihar Ph-I, Delhi",9,25
796,SAS Hospital,"Bhandup West, Mumbai",8,25
797,Springleaf Healthcare,"Electronics City, Bangalore",6,25
798,Apollo Spectra Hospitals,"Karol Bagh, Delhi",1,25
799,Nagamani Hospital,"Washermenpet, Chennai",9,25
800,Madhu Hospital,"Bhandup West, Mumbai",18,25
801,Varalakshmi Hospital,"BTM Layout, Bangalore",7,25
802,CM Patel Hospital,"Shahdara, Delhi",135,25
803,Hedge Fertility Hospital,"Moosarambagh, Hyderabad",4,25
804,Sukhda Hospital,"Greater Kailash Part 1, Delhi",1,25
805,Parvathi Nursing Home,"KK Nagar, Chennai",8,25
806,Ayanavaram Hospital,"Ayanavaram, Chennai",1,25
807,GIA Hospital,"Vijayanagar, Bangalore",15,25
808,Nalamm Hospital PVT. Limited,"MKB Nagar, Chennai",6,25
809,Jayashree Nursing Home,"Kumara Park West, Bangalore",26,25
810,Hera Hospital,"Virugambakkam, Chennai",2,25
811,Chaitanya Hospital,"Parvati Gaon, Pune",8,25
812,Aastha Hospital,"Chinchwad, Pune",5,25
813,The Birthplace Hospital,"Banjara Hills, Hyderabad",3,25
814,Sundari Maternity and General Hospital,"Alwal, Hyderabad",1,25
815,Vanaja Hospital,"AS Rao Nagar, Hyderabad",3,25
816,NM Fertility Centre and Hospital,"Madhavaram, Chennai",2,25
817,Orbit Eye Hospital,"Jogeshwari, Mumbai",1,25
818,Avm Medical ENT Research Foundation Hospital,"Mylapore, Chennai",4,25
819,Kadimi Nursing Home,"Chanda Nagar, Hyderabad",25,25
820,Parimala Health Care Services,"Bannerghatta Road, Bangalore",4,25
821,Life Care Hospital,"Pudupet, Chennai",5,25
822,Pataskar Hospital,"Bhosari, Pune",1,25
823,Koshys Hospital,"Ramamurthy Nagar, Bangalore",21,25
824,Pramukh Swami Eye Hospital,"Matunga, Mumbai",1,25
825,Noble Hospital,"Purasawakkam, Chennai",2,25
826,Doctors Hospital,"Chaitanyapuri, Hyderabad",6,25
827,Mahavir Medical Research Centre,"Khar West, Mumbai",3,25
828,Pankajam Memorial Hospital,"Nanganallur, Chennai",13,25
829,Springdales Hospital,"Rohini, Delhi",1,25
830,"CHIRAG HOSPITAL, Bangalore","JP Nagar 2 Phase, Bangalore",1,25
831,Bhagwan Mahavir hospital,"Delhi, Delhi",2,25
832,Ashadeep Hospital,"Vijay Nagar, Indore",1,25
833,Apurva Hospital,"Delhi, Delhi",1,25
834,Belle Vue's Cambridge Hospital,"Ulsoor, Bangalore",2,25
835,Lotus Hospital,"Rajarhat, Kolkata",42,25
836,Shekhar Hospital,"Jayanagar, Bangalore",12,24
837,Subbiah Hospital,"Mathikere - BEL, Bangalore",1,24
838,Vatsalya Hospital,"Parvat, Surat",1,24
839,Kedarnath General Hospital,"Vishrantwadi, Pune",1,24
840,Apollo Spectra Hospital,"Alwarpet, Chennai",4,24
841,Globus Hospital,"Nalasopara East, Mumbai",1,23
842,Dr. Karne Accident And Orthopedic Hospital,"Swargate, Pune",1,23
843,Dr. Mhaske Hospital & Research Center Pvt. Ltd.,"Hadapsar, Pune",2,22
