,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS
375,Dr. Shroff's Charity Eye Hospital,"Darya Ganj, Delhi",14.0,56.0
376,Elbit Polyclinics Tarnaka,"Secunderabad, Hyderabad",29.0,56.0
377,MyCure Hospital - Zila Parishad Junction,"Maharani Peta, Visakhapatnam",18.0,56.0
378,K L Hospital,"Ramamurthy Nagar, Bangalore",2.0,55.0
379,Zion Hospital,"Kammana Halli, Bangalore",10.0,55.0
380,Sri Balaji Hospital,"Guindy, Chennai",30.0,55.0
381,Irene Hospital,"Kalkaji, Delhi",18.0,55.0
382,RG Stone Urology & Laparoscopy Hospital,"Greater Kailash, Delhi",2.0,55.0
383,Bangalore Hospital ,"Jayanagar, Bangalore",22.0,55.0
384,Satya Bhama Hospital,"Nangloi, Delhi",4.0,55.0
385,Janahita Hospital,"Jeedimetla, Hyderabad",2.0,55.0
386,Divya Prastha Hospital,"Palam Colony, Delhi",19.0,55.0
387,Shree Jeewan Hospital,"Karol Bagh, Delhi",33.0,52.0
388,City Tower Hospitals,"Anna Nagar, Chennai",1.0,52.0
389,Cygnus MLS Superspecility Hospital,"Ram Vihar, Delhi",7.0,51.0
390,Pulse Hospital,"Padmarao Nagar, Hyderabad",1.0,51.0
391,Siddhi Hospital & Laparoscopy Center Pvt. Ltd.,"Dhankawadi, Pune",1.0,51.0
392,Cumballa Hill Hospital and Heart Institute,"Kemps Corner, Mumbai",8.0,51.0
393,Kohakade Hospital,"Wagholi, Pune",2.0,51.0
394,Sri Srinivasa Hospital,"Santosh Nagar, Hyderabad",5.0,51.0
395,Himagiri Hospitals,"Gachibowli, Hyderabad",16.0,50.0
396,Bakul Parekh Children's Hospital,"Ghatkopar East, Mumbai",2.0,50.0
397,VS Hospitals - Advanced Cancer Care,"Chetpet, Chennai",14.0,50.0
398,Muskaan Hospital,"Rohini, Delhi",1.0,50.0
399,Swapna Health Care,"Begumpet, Hyderabad",10.0,50.0
400,Kasturi Multispeciality Hospital,"Secunderabad, Hyderabad",6.0,50.0
401,Chaitanya Hospitals & Diagnostics,"Kushaiguda, Hyderabad",4.0,50.0
402,GNR Multi Speciality Hospital,"Alwal, Hyderabad",1.0,50.0
403,SIMS Hospital,"Serilingampally, Hyderabad",4.0,50.0
404,Krishna Children's Hospital,"Lakdikapul, Hyderabad",5.0,50.0
405,Moolchand Hospital,"Lajpat Nagar, Delhi",89.0,50.0
406,Ankura Children's Hospital,"Madinaguda, Hyderabad",1.0,50.0
407,Sri Sai Kamala Hospital,"Dilsukhnagar, Hyderabad",13.0,50.0
408,KGH Hospital,"Dilsukhnagar, Hyderabad",6.0,50.0
409,Ramayya Pramila Urology & Laparoscopy Hospital,"Basheerbagh, Hyderabad",3.0,50.0
410,Swapna Healthcare - Miyapur,"Miyapur, Hyderabad",3.0,50.0
411,Apollo Cradle Women's Hospital,"Thousand Lights, Chennai",1.0,50.0
412,Rakshitha Hospital,"Dilsukhnagar, Hyderabad",3.0,50.0
413,Shine Childrens Hospital,"LB Nagar, Hyderabad",2.0,50.0
414,Aastha Health Care,"Mulund West, Mumbai",19.0,50.0
415,Apple Hospitals,"Yakutpura, Hyderabad",8.0,50.0
416,Abhinav Orthopaedic Hospital,"Dilsukhnagar, Hyderabad",2.0,50.0
417,Niron Hospital,"Santacruz East, Mumbai",22.0,50.0
418,Sujay Hospital,"Vileparle West, Mumbai",21.0,50.0
419,Pushpa Maternity And Nursing Home,"Malakpet, Hyderabad",1.0,50.0
420,Karuna Hospital,"Borivali West, Mumbai",25.0,50.0
421,HCG Hospital,"Mylapore, Chennai",1.0,50.0
422,Navjeevan Hospitals,"Secunderabad, Hyderabad",1.0,50.0
423,City Hospital-kurla,"Kurla West, Mumbai",2.0,50.0
424,Malik Radix Health Care,"Nirman Vihar, Delhi",19.0,50.0
425,Krishnaveni Hospital,"Hayathnagar, Hyderabad",1.0,50.0
426,Suraksha Children Hospital,"Tarnaka, Hyderabad",21.0,50.0
427,Navodaya Hospitals,"Secunderabad, Hyderabad",9.0,50.0
428,Indo-us Superspeciality Hospital,"Ameerpet, Hyderabad",2.0,50.0
429,Saluja Hospital,"Secunderabad, Hyderabad",9.0,50.0
430,Durgabai Deshmukh Hospital,"Vidyanagar, Hyderabad",8.0,50.0
431,Artemis Hospitals,"Dwarka, Delhi",4.0,50.0
432,Surekha Hospital,"Kompally, Hyderabad",2.0,50.0
433,IBS Hospital,"Lajpat Nagar, Delhi",5.0,50.0
434,Saptagiri Hospital,"Chaitanyapuri, Hyderabad",4.0,50.0
435,Dr. LH Hiranandani Hospital,"Powai, Mumbai",187.0,50.0
436,Chikitsa Hospital,"Saket, Delhi",9.0,50.0
437,Hinduja Hospital,"Mahim, Mumbai",148.0,50.0
438,Kirloskar Hospital,"Basheerbagh, Hyderabad",5.0,50.0
439,Dr Naveen Reddy's General Hospital,"Moti Nagar, Hyderabad",1.0,50.0
440,Kosmos Superspeciality Hospital,"Anand Vihar, Delhi",7.0,50.0
441,Metro Hospital,"Nizampet, Hyderabad",2.0,50.0
442,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1.0,50.0
443,Nirvan Hospital,"Indira Nagar, Lucknow",1.0,50.0
444,Sunitha Children's Hospital,"Sagar Road, Hyderabad",5.0,50.0
445,Ushodaya Hospital,"Kishanbagh, Hyderabad",9.0,50.0
446,Muni Maya Ram Jain Hospital,"Pitampura, Delhi",13.0,50.0
447,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",1.0,50.0
448,Soorya Orthopaedic Hospital,"Ecil, Hyderabad",1.0,50.0
449,S V Pooja Hospital,"Hyder Nagar, Hyderabad",3.0,50.0
450,Nikhil Hospitals,"Srinagar Colony, Hyderabad",1.0,50.0
451,Sigma Hospitals,"Dilsukhnagar, Hyderabad",2.0,50.0
452,"Lakshmi Hospital for Women, Children & Multispeciality","Madinaguda, Hyderabad",2.0,50.0
453,SMT. Bhagwan Devi Hospital,"Old City, Hyderabad",4.0,50.0
454,American Oncology Institute,"Lingampally, Hyderabad",8.0,50.0
455,Max Super Speciality Hospital,"Patparganj, Delhi",44.0,50.0
456,Pragna Hospitals,"Banjara Hills, Hyderabad",5.0,50.0
457,Sankhya Hospitals,"Kukatpally, Hyderabad",20.0,50.0
458,Zoi Hospitals,"Attapur, Hyderabad",1.0,50.0
459,Sree Maruthi Nursing Home,"West Marredpally, Hyderabad",19.0,50.0
460,Sumana Hospital,"Kukatpally, Hyderabad",15.0,50.0
461,Aruna Hospital,"Ecil, Hyderabad",1.0,50.0
462,Orchid Hospital & Heart Centre,"Janak Puri, Delhi",3.0,50.0
463,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1.0,50.0
464,Aakash Hospital,"Malviya Nagar, Delhi",34.0,50.0
465,Parvathi Hospital,"Secunderabad, Hyderabad",10.0,50.0
466,Happy Children's Hospital,"Chanda Nagar, Hyderabad",2.0,50.0
467,V CareMulti Speciality Hospital,"Ameerpet, Hyderabad",2.0,50.0
468,Oarchid Hospital,"Kothapet, Hyderabad",1.0,50.0
469,Bhatia Global Hospital & Endosurgery Institute,"Paschim Vihar, Delhi",3.0,50.0
470,Metro Hospitals & Heart Institute,"Lajpat Nagar, Delhi",10.0,50.0
471,Himabindu Multispeciality Hospital,"Sagar Road, Hyderabad",2.0,50.0
472,Lotus Children Hospitals,"Kukatpally, Hyderabad",3.0,50.0
473,Panchsheel Hospital,"Yamuna Vihar, Delhi",10.0,50.0
474,Orthopedic Doctor- Raghava Hospital,"Ameerpet, Hyderabad",8.0,50.0
475,Hans Charitable Hospital,"GTB Nagar, Delhi",5.0,50.0
476,Adiva Super-Speciality Care,"Green Park, Delhi",2.0,50.0
477,Kamineni Fertility Centre,"King Koti, Hyderabad",1.0,50.0
478,Gupta Mulitispeciality Hospital,"Vivek Vihar, Delhi",9.0,50.0
479,Surya Hospital - Krishna Nagar,"Krishna Nagar, Delhi",1.0,50.0
480,Nichani Hosptial,"Royapuram, Chennai",3.0,50.0
481,Shreyas Hospital ,"Ecil, Hyderabad",2.0,50.0
482,Satya Medical Centre,"Sector 34, Noida",2.0,50.0
483,Tripathi Hospital,"Sector 119, Noida",8.0,50.0
484,Vs Hospitals - Multi Speciality,"Chetpet, Chennai",31.0,50.0
485,Grover Eye Laser & ENT Hospital,"Sector 35, Chandigarh",6.0,50.0
486,Vinayak Hospital,"Sector 27, Noida",2.0,50.0
487,Sankara Kidney Hospital,"Pallavaram, Chennai",4.0,50.0
488,RSR'S Trinity Acute Care Hospital,"Mylapore, Chennai",8.0,50.0
489,Bengaluru Smiles Hospital,"Mathikere - BEL, Bangalore",2.0,50.0
490,Bloom Fertility & Healthcare,"Velachery, Chennai",11.0,50.0
491,Columbia Asia Hospital,"Kharadi, Pune",18.0,50.0
492,The Venlakh Hospital,"Chamarajpet, Bangalore",8.0,50.0
493,Athreya Hospital,"Hosur Road, Bangalore",8.0,50.0
494,Ashwin Medical Foundation's Moraya Multispeciality Hospital,"Chinchwad, Pune",13.0,50.0
495,Apollo Spectra Hospitals,"Tardeo, Mumbai",2.0,50.0
496,ANN Hospital,"Valasaravakkam, Chennai",16.0,50.0
497,Eskay Healthcare,"Abbigere, Bangalore",7.0,50.0
498,Health India Hospital,"Tavarekere, Bangalore",1.0,50.0
499,Marvel Multispeciality Hospital,"Koramangala 1 Block, Bangalore",1.0,50.0
500,Shishuka Children's Specialty Hospital,"HRBR Layout, Bangalore",7.0,50.0
501,Medipoint Hospital,"Chandan Nagar, Pune",5.0,50.0
502,Dhanashree Hospital,"Chinchwad, Pune",13.0,50.0
503,IndoGulf Hospital & Diagnostics,"Sector 19, Noida",42.0,50.0
504,Life Care Hospital,"Sector 61, Noida",11.0,50.0
505,Mai Mangeshkar Hospital,"Warje, Pune",18.0,50.0
506,Healing Hospital,"Sector 34, Chandigarh",1.0,50.0
507,Laksha Hospital,"Mylapore, Chennai",5.0,50.0
508,Krishna Eye And Ent Hospital,"T Nagar, Chennai",2.0,50.0
509,Narayana Hospital,"Purasawakkam, Chennai",2.0,50.0
510,Priya Nursing Home,"Washermenpet, Chennai",8.0,50.0
511,Parvathy Hospital,"Chromepet, Chennai",5.0,50.0
512,Xcellent Care Hospital,"Velachery, Chennai",10.0,50.0
513,Aakash Fertility Centre & Hospital,"Vadapalani, Chennai",2.0,50.0
514,Hindu Mission Health Services,"Nanganallur, Chennai",5.0,50.0
515,Santosham Chest Hospital,"Egmore, Chennai",6.0,50.0
516,Sumitra Hospital,"Sector 35, Noida",27.0,50.0
517,Jaypee Hospital,"Greater Noida West, Noida",10.0,50.0
518,Dr V Seshiah & Balaji Research Institute & Diabetes Care Centre,"Aminjikarai, Chennai",3.0,50.0
519,Ponmalligai Hospital,"Adambakkam, Chennai",13.0,50.0
520,KHM Hospital,"Anna Nagar, Chennai",23.0,50.0
521,Saraswathy Multispeciality Hospital,"Madipakkam, Chennai",15.0,50.0
522,Cosh,"Tambaram, Chennai",5.0,50.0
523,Green City Hospital,"Greater Noida, Noida",1.0,50.0
524,AIMS Hospital,"Greater Noida, Noida",2.0,50.0
525,Apollo Speciality Hospital,"Vanagaram, Chennai",50.0,50.0
526,GARDEN CITY HOSPITAL,"Jayanagar 3 Block, Bangalore",1.0,50.0
527,Laser and Laparoscopic Hospital,"T Nagar, Chennai",2.0,50.0
528,Cloudnine Hospital,"Old Airport Road, Bangalore",1.0,50.0
529,Aryan Hospital,"Nagarbhavi, Bangalore",6.0,50.0
530,Siddhi Health Care Center,"Sangavi, Pune",5.0,50.0
531,Neha Prakash Hospital,"Yelahanka, Bangalore",9.0,50.0
532,Sidvin Hospital ,"Rajajinagar, Bangalore",16.0,50.0
533,Universal Hospital,"Kasba Peth, Pune",1.0,50.0
534,Sri Lakshmi Super Speciality Hospital,"CV Raman Nagar, Bangalore",9.0,50.0
535,Dr. Sailaja's Super Speciality Eye Hospital,"Horamavu, Bangalore",4.0,50.0
536,Shrinivas Hospital,"Kankarbagh, Patna",2.0,50.0
537,Ortho World,"Kankarbagh, Patna",1.0,50.0
538,Fortis Medcentre,"Marathahalli, Bangalore",2.0,50.0
539,Sagar Chandramma Hospitals,"VV Puram, Bangalore",16.0,50.0
540,Lokmanya Hospital,"Swargate, Pune",1.0,50.0
541,Murugan Hospitals,"Kilpauk, Chennai",23.0,50.0
542,Diavisita Diabetes & Multispeciality Hospital,"Banashankari 3rd Stage, Bangalore",1.0,50.0
543,Ashtvinayak Hospital,"Moshi, Pune",1.0,50.0
544,Devasya Kidney Hospital,"Nava Vadaj, Ahmedabad",2.0,50.0
545,VS Hospitals - Centre for Advanced Surgeries and Tertiary Care,"Kilpauk, Chennai",28.0,50.0
546,K.C. Raju Multi Speciality Hospital,"Lingarajapuram, Bangalore",3.0,50.0
547,Regent Hospital,"Mira Road, Mumbai",1.0,50.0
548,Neighbourhood Hospital,"JP Nagar 7 Phase, Bangalore",14.0,50.0
549,Devagiri Hospital,"Banashankari, Bangalore",6.0,50.0
550,Oyster and Pearl Hospitals,"Bhavani Peth, Pune",1.0,50.0
551,Kamat Hospital,"Chinchwad, Pune",1.0,50.0
552,Axon Speciality Hospital,"Indiranagar, Bangalore",11.0,50.0
553,Maharishi Ayurveda Hospital,"Shalimar Bagh, Delhi",2.0,49.0
554,SCI International Hospital,"Greater Kailash Part 1, Delhi",2.0,49.0
555,Desai Accident & General Hospital,"Bhosari, Pune",1.0,48.0
556,Cloudnine Hospital,"Malleswaram, Bangalore",29.0,47.0
557,Pushpanjali Medical Centre,"Anand Vihar, Delhi",6.0,45.0
558,SRV Hospital,"Goregaon West, Mumbai",5.0,45.0
559,Lifeline Rigid Hospitals,"Kilpauk, Chennai",13.0,45.0
560,Dr. Das Hospital & ICCU,"Chembur East, Mumbai",9.0,45.0
561,K K Hospital,"Chandan Nagar, Pune",1.0,45.0
562,Handa Nursing Home,"Raja Garden, Delhi",1.0,45.0
563,Excel Care Hospital,"Banashankari 2nd Stage, Bangalore",21.0,44.0
564,Amar Leela Hospital Pvt. Ltd,"Janak Puri, Delhi",7.0,43.0
565,Raju Hospital,"T Nagar, Chennai",7.0,42.0
566,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",1.0,42.0
567,Mukat Hospital & Heart Institute,"Sector 34, Chandigarh",9.0,40.0
568,Udhna Hospital Pvt. Ltd.,"Udhna, Surat",7.0,40.0
569,Maharaja Agrasen Hospital,"Padmanabhanagar, Bangalore",32.0,40.0
570,Lakshmi Maternity & Surgical  Centre,"Malleswaram, Bangalore",1.0,40.0
571,Kangaroo Care Women & Children Hospital,"Vijayanagar, Bangalore",16.0,40.0
572,Rvushi Children Hospital,"Laldarwaja, Surat",2.0,40.0
573,Medox Hospital,"Jankipuram, Lucknow",2.0,40.0
574,Bagavathi Multi Speciality Hospital,"HSR Layout, Bangalore",2.0,40.0
575,Dr. Saji D'souza's KSAC Hospital,"Punjagutta, Hyderabad",3.0,40.0
576,Queens Hospital,"HSR Layout, Bangalore",8.0,40.0
577,Shah Accident Hospital,"Yerwada, Pune",3.0,40.0
578,Sai Shree Hospital,"Aundh, Pune",7.0,40.0
579,Bapu Nature Cure Hospital & Yogashram,"Mayur Vihar Ph-I, Delhi",1.0,40.0
580,Pawar Hospital,"Dhankawadi, Pune",4.0,40.0
581,Mata Roop Rani Maggo Hospital,"Uttam Nagar, Delhi",22.0,40.0
582,ACE Hospital,"Erandwane, Pune",42.0,40.0
583,Birthright By Rainbow,"Kondapur, Hyderabad",43.0,40.0
584,BSS Hospital,"Mandaveli, Chennai",8.0,40.0
585,Blossom Multispecialty Hospital,"Electronics City, Bangalore",10.0,40.0
586,Omega Multispeciality Hospital,"Yelahanka New Town, Bangalore",1.0,40.0
587,Krishna Hospital,"Kothrud, Pune",17.0,40.0
588,Sri Sai Ram Hospital,"BTM Layout 2nd Stage, Bangalore",20.0,40.0
589,Maiya Multi Speciality Hospital,"Jayanagar, Bangalore",20.0,40.0
590,Dr. R G Ghatnekars - Kasturba General Hospital,"Vishrantwadi, Pune",1.0,40.0
591,Lotus Multispeciality Hospital,"Pimple Saudagar, Pune",11.0,40.0
592,Patil Hospital,"Sinhagad Road, Pune",8.0,40.0
593,Jeevan Hospital,"Karmanghat, Hyderabad",2.0,40.0
594,Shanthi Hospital and Research Center,"Jayanagar 7 Block, Bangalore",8.0,40.0
595,Pandhi Hospital,"Sector 36, Chandigarh",3.0,40.0
596,Apollo Spectra Hospitals,"C Scheme, Jaipur",13.0,40.0
597,Ezhil Hospital,"Tondiarpet, Chennai",6.0,40.0
598,Krishna Hospital,"Maharani Peta, Visakhapatnam",1.0,40.0
599,Kings Hospital,"Kolathur, Chennai",5.0,40.0
600,Manashasthra Integrated Mind Care,"Vanagaram, Chennai",5.0,40.0
601,Sir Ganga Ram Kolmet Hospital,"Old Rajendra Nagar, Delhi",5.0,40.0
602,Anand Hospital - Manali,"Manali, Chennai",3.0,40.0
603,Deepam Hospitals,"Chromepet, Chennai",28.0,40.0
604,Dr. A.C Aruldas Hospital,"Perambur, Chennai",5.0,40.0
605,Manasa Hospital,"Vijayanagar, Bangalore",1.0,39.0
606,Mangal Anand Hospital,"Chembur, Mumbai",11.0,38.0
607,Ramakrishna Super Speciality Hospital,"Jayanagar, Bangalore",18.0,38.0
608,Khanna Hospital,"Janak Puri, Delhi",3.0,38.0
609,Fortis La Femme,"Greater Kailash Part 2, Delhi",45.0,38.0
610,Tanvir Hospital,"Srinagar Colony, Hyderabad",4.0,37.0
611,Satyanand Hospital - Kondhwa,"Kondhwa, Pune",12.0,36.0
612,Milann The Fertility Center,"Kumara Park West, Bangalore",8.0,36.0
613,Agada Hospital,"T Nagar, Chennai",4.0,35.0
614,Apollo Spectra Hospitals,"Sadashiv Peth, Pune",2.0,35.0
615,A V Hospital,"Washermenpet, Chennai",3.0,35.0
616,KKR ENT Hospital and Research Centre,"Kilpauk, Chennai",6.0,35.0
617,Choolai 24hrs Hospital,"Choolai, Chennai",1.0,35.0
618,GMR Hospital,"Mogappair West, Chennai",2.0,35.0
619,Bhayander Criticare Hospital,"Bhayandar East, Mumbai",1.0,35.0
620,Remedy Hospital,"Hadapsar, Pune",5.0,35.0
621,Bhagat Hospital,"Janak Puri, Delhi",29.0,35.0
622,Raksha Hospital,"Malad West, Mumbai",8.0,35.0
623,Mathru Multispecialty Hospital,"Kanakpura Road, Bangalore",1.0,35.0
624,Pralaksha Hospital,"Hosur Road, Bangalore",1.0,35.0
625,Medstar Speciality Hospital,"Sahakaranagar, Bangalore",2.0,35.0
626,Bethesda Hospital & Child Care Centre,"Tambaram East, Chennai",3.0,35.0
627,Padma Hospital,"Miyapur, Hyderabad",1.0,35.0
628,K.P Hospital,"Adambakkam, Chennai",2.0,35.0
629,Rohan Hospital,"Mehdipatnam, Hyderabad",3.0,35.0
630,Prayag Hospital,"Sector 41, Noida",3.0,35.0
631,Sahasra Hospitals,"Jayanagar, Bangalore",1.0,35.0
632,Sarla Hospital,"Santacruz West, Mumbai",4.0,35.0
633,Aries Maternity Hospital,"Mehdipatnam, Hyderabad",2.0,35.0
634,Eswar Medical Foundation,"Kolathur, Chennai",2.0,35.0
635,Cure Hospital,"Old Bowenpally, Hyderabad",1.0,35.0
636,K.M.S. Hospital,"Tilak Nagar, Jaipur",2.0,34.0
637,Sai Baba Hospital,"Bhayandar East, Mumbai",5.0,34.0
638,Dr. Akash Garg Clinic,"Sector 22, Noida",1.0,34.0
639,Bilva Hospital,"Malleswaram, Bangalore",1.0,34.0
640,Cloudnine Kids,"Jayanagar, Bangalore",38.0,32.0
641,Sai Sneh Hospital & Diagnostic Center Pvt. Ltd,"Satara Road, Pune",25.0,31.0
642,Sahyadri Hospital,"Bibvewadi, Pune",33.0,31.0
643,Sama Hospital,"August Kranti Marg, Delhi",27.0,31.0
644,People Tree Maarga,"Yelahanka, Bangalore",8.0,30.0
645,Cloudnine Hospital,"Bellandur, Bangalore",4.0,30.0
646,Sreenagar Nursing Home,"Srinagar, Bangalore",7.0,30.0
647,Spot Hospital,"Kodambakkam, Chennai",2.0,30.0
648,Hemraj Jain Hospital and Maternity Home,"Janak Puri, Delhi",4.0,30.0
649,Trauma and Orthopaedic Speciality Hospital (TOSH),"Kilpauk, Chennai",5.0,30.0
650,Kumar Hospital,"Greater Noida, Noida",3.0,30.0
651,Sai Multispeciality Hospital,"Hadapsar, Pune",4.0,30.0
652,Chellam Hospital,"Madambakkam, Chennai",2.0,30.0
653,Shashwat Hospital,"Kothrud, Pune",58.0,30.0
654,Chetana Hospital,"Secunderabad, Hyderabad",6.0,30.0
655,Vasantha Multi Speciality Hospital,"Thiruvottiyur, Chennai",1.0,30.0
656,Nethralakshi Eye Hospital,"Chamarajpet, Bangalore",4.0,30.0
657,GG Superspeciality Hospitals,"Nungambakkam, Chennai",4.0,30.0
658,Columbus Hospital - Institute Of Psychiatry and Deaddiction,"Begumpet, Hyderabad",5.0,30.0
659,Seema Multispeciality Hospital,"Nalasopara West, Mumbai",1.0,30.0
660,Kakatiya Hospital,"Gachibowli, Hyderabad",1.0,30.0
661,Sahyadri Hospital,"Kothrud, Pune",32.0,30.0
662,Dhanwantari Hospital,"Nigdi, Pune",19.0,30.0
663,Aarogya Hospital,"Nampally, Hyderabad",1.0,30.0
664,Rajan Eye Care Hospital Pvt Ltd,"T Nagar, Chennai",14.0,30.0
665,Anjakha Multispeciality Hospital,"Madipakkam, Chennai",10.0,30.0
666,Yogananda Multispecialty Hospital,"Padmanabhanagar, Bangalore",3.0,30.0
667,Mallika Hospital,"Jogeshwari West, Mumbai",3.0,30.0
668,Nano Hospitals,"Hulimavu, Bangalore",26.0,30.0
669,Poornima Hospital,"RT Nagar, Bangalore",18.0,30.0
670,Aayug Multi Specialty Hospital,"Kundalahalli, Bangalore",2.0,30.0
671,Sri Venkateswara Hospital,"Madiwala, Bangalore",2.0,30.0
672,Vasantha Hospital,"Washermenpet, Chennai",1.0,30.0
673,Amma Hospital,"Nungambakkam, Chennai",1.0,30.0
674,Lakshmi Sailaja Hospital,"Suchitra Circle, Hyderabad",2.0,30.0
675,Vitalife Clinic,"Whitefield, Bangalore",10.0,30.0
676,Astha Hospital,"Chikhali, Pune",2.0,30.0
677,Asha Maternity And General Hospital,"Malad East, Mumbai",6.0,30.0
678,Swathi Hospital,"Banjara Hills, Hyderabad",9.0,30.0
679,Manjushree Speciality Hospital,"Ulsoor, Bangalore",9.0,30.0
680,Sunridges Speciality Hospital,"Vileparle West, Mumbai",2.0,30.0
681,Tamara Hospital & IVF Centre,"Rajajinagar, Bangalore",6.0,30.0
682,Life Care Hospital,"BTM Layout, Bangalore",10.0,30.0
683,K L Hospital,"Neelangarai, Chennai",2.0,30.0
684,Sai Siva Children Hospital,"Chanda Nagar, Hyderabad",6.0,30.0
685,Nova ENT Hospital,"Somajiguda, Hyderabad",4.0,30.0
686,S R Multispeciality Hospital,"Arumbakkam, Chennai",28.0,30.0
687,C T Hospital,"Dhanori, Pune",3.0,30.0
688,Kusuma Hospital,"Banashankari 3rd Stage, Bangalore",28.0,30.0
689,Manjunath Hospital,"Wilson Garden, Bangalore",59.0,30.0
690,Kapadia Multispeciality Hospital,"Goregaon West, Mumbai",1.0,30.0
691,Deendayal Memorial Hospital,"FC Road, Pune",4.0,30.0
692,Jeevan Maternity & General Hospital,"Malad East, Mumbai",5.0,30.0
693,Shreenagar Nursing Home,"Srinagar, Bangalore",17.0,30.0
694,Srinivasa Hospital,"Hayathnagar, Hyderabad",1.0,30.0
695,Powai Polyclinic & Hospital,"Powai, Mumbai",10.0,30.0
696,Nandini Hospitals,"Sainikpuri, Hyderabad",3.0,30.0
697,BHARATHY HOSPITAL,"Vijayanagar, Bangalore",42.0,30.0
698,S J Hospital,"Sanjay Nagar, Bangalore",7.0,30.0
699,Sangamerkar Hospital,"Wadgaon Sheri, Pune",3.0,30.0
700,Vignesh Nursing Home,"Kukatpally, Hyderabad",25.0,30.0
701,Rashmi Hospital,"Indiranagar, Bangalore",2.0,30.0
702,"Nirmala Maternity, Orthopaedic And General Hospital","Mehdipatnam, Hyderabad",1.0,30.0
703,Sarojini hospital,"Dasarahalli, Bangalore",2.0,30.0
704,Sita Bhateja Specialty Hospital,"Langford Road, Bangalore",9.0,30.0
705,Mangal Murti Hospital,"Borivali West, Mumbai",14.0,30.0
706,Haritha Hospitals,"Kothaguda, Hyderabad",10.0,30.0
707,Aarogya Hospital,"Chitra Vihar, Delhi",6.0,30.0
708,World Gastroenterology Institute,"Andheri West, Mumbai",2.0,30.0
709,Mercury Hospital,"Egmore, Chennai",3.0,30.0
710,Sukhmani Hospital,"Safdarjung Enclave, Delhi",14.0,30.0
711,Marvel Hospital And Fertility Centre,"Koramangala 1 Block, Bangalore",15.0,30.0
712,M M Hospital & Maternity Centre,"Mehdipatnam, Hyderabad",2.0,30.0
713,Banarasi Das Chandiwal Institute Of Medical Sciences,"Kalkaji, Delhi",1.0,30.0
714,Pentamed Hospital,"Model Town, Delhi",8.0,30.0
715,Rohit Hospital,"Thiruvottiyur, Chennai",2.0,30.0
716,RG Stone Urology And Laparoscopy Hospital,"Karkardooma, Delhi",1.0,30.0
717,Teja Hospital,"Ambattur, Chennai",3.0,30.0
718,Sujay Hospital And Research Center,"Juhu, Mumbai",1.0,30.0
719,Sri Venkateswara C M Hospital,"Nanganallur, Chennai",14.0,30.0
720,J V Hospital,"Kodambakkam, Chennai",4.0,30.0
721,Fortis Aashlok Hospital,"Safdarjung Enclave, Delhi",14.0,30.0
722,Shiva Krishna Hospital,"Sahibabad, Delhi",7.0,30.0
723,Sri Balaji Nursing Home,"Uppal, Hyderabad",1.0,30.0
724,Bharathi Nursing Home,"Basavanagudi, Bangalore",11.0,30.0
725,Swaram Specialty Hospital,"Sholinganallur, Chennai",5.0,30.0
726,Mohan Nursing Home,"Ayanavaram, Chennai",4.0,30.0
727,Das Nursing Home,"Pozhichalur, Chennai",3.0,30.0
728,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",1.0,30.0
729,International Fertility Centre,"Green Park, Delhi",8.0,30.0
730,Navachetana Hospital,"Yelahanka, Bangalore",22.0,30.0
731,Psycare,"Jasola, Delhi",10.0,30.0
732,Jayam Hospital & GFC Fertility,"Kodambakkam, Chennai",7.0,30.0
733,Global Nursing Home,"Ghatkopar, Mumbai",1.0,30.0
734,Swaram Hospital Navalur,"Navalur Place, Chennai",2.0,30.0
735,Pallava Hospital,"Ashok Nagar, Chennai",2.0,30.0
736,Tirath Ram Hospital,"Delhi, Delhi",1.0,30.0
737,Ovum Woman & Child Speciality Hospital,"Banaswadi, Bangalore",27.0,28.0
738,Shalyak Hospital,"Jogeshwari East, Mumbai",11.0,28.0
739,Shree Hospital,"Chembur, Mumbai",4.0,28.0
740,Dr. Mehta's Hospitals,"Chetpet, Chennai",67.0,27.0
741,Nirmala Hospital,"Mahalaxmi, Mumbai",2.0,27.0
742,Pallavaram Children Medical Centre,"Pallavaram, Chennai",6.0,26.0
743,Ruby Hospital,"Jogeshwari West, Mumbai",1.0,26.0
744,Serene Hospital,"Vishrantwadi, Pune",7.0,26.0
745,Lotus Multispecialty Hospital,"Borivali West, Mumbai",2.0,25.0
746,Sri Ram Speciality Hospital,"Viveknagar, Bangalore",5.0,25.0
747,Green City Hospital,"JP Nagar 6 Phase, Bangalore",62.0,25.0
748,Jain Muni Roshan Lal Charitable Hospital,"Tri Nagar, Delhi",5.0,25.0
749,Jaya Bhushan Hospitals,"Mehdipatnam, Hyderabad",2.0,25.0
750,Shalom Medicare Pvt Ltd,"Bhayandar East, Mumbai",16.0,25.0
751,Sant Sopandev Hospital and Criticare Centre,"Saswad, Pune",1.0,25.0
