,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
196,Ramachandran's Diabetes Hospitals - Guindy,"Guindy, Chennai",6.0,,https://www.practo.com/chennai/hospital/dr-a-ramachandran-s-diabetes-hospitals-guindy-guindy
197,Guru Raghavendra Hospitals,"KK Nagar, Chennai",6.0,,https://www.practo.com/chennai/hospital/guru-raghavendra-hospitals-kk-nagar-1
198,M.V. Hospital for Diabetes & Diabetes Research Centre,"Royapuram, Chennai",3.0,,https://www.practo.com/chennai/hospital/m-v-hospital-for-diabetes-diabetes-research-centre-royapuram
199,Nova IVI Fertility,"Raja Annamalai Puram, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/nova-speciality-hospital-mrc-nagar-mrc-nagar
200,Fortis Hospital,"Vadapalani, Chennai",1.0,,https://www.practo.com/chennai/hospital/fortis-hospital-vadapalani-vadapalani-1
201,PK Hospital,"Park Town, Chennai",4.0,44.0,https://www.practo.com/chennai/hospital/pk-hospital-tambaram-west
202,Sankara Kidney Hospital,"Pallavaram, Chennai",2.0,50.0,https://www.practo.com/chennai/hospital/sankara-kidney-hospital-pallavaram
203,Spot Hospital,"Kodambakkam, Chennai",6.0,30.0,https://www.practo.com/chennai/hospital/spot-hospital-kodambakkam
204,Prashanth Dental Centre,"Velachery, Chennai",3.0,4.0,https://www.practo.com/chennai/hospital/prashanth-dental-centre-velachery
205,Chennai Meenakshi Multispeciality Hospital,"Mylapore, Chennai",2.0,100.0,https://www.practo.com/chennai/hospital/chennai-meenakshi-multi-speciality-hospital-mylapore-1
206,K.P Hospital,"Adambakkam, Chennai",8.0,35.0,https://www.practo.com/chennai/hospital/k-p-bone-joint-centre-adambakkam
207,RSR'S Trinity Acute Care Hospital,"Mylapore, Chennai",8.0,50.0,https://www.practo.com/chennai/hospital/rsr-trinity-acute-care-hospital-mylapore-1
208,MuvaHospital,"Aminjikarai, Chennai",2.0,,https://www.practo.com/chennai/hospital/mu-va-hospital-aminjikarai
209,Eswar Medical Foundation,"Kolathur, Chennai",4.0,35.0,https://www.practo.com/chennai/hospital/eswar-medical-foundation-kolathur-3
210,Udhi Eye Hospital,"Alwarpet, Chennai",2.0,,https://www.practo.com/chennai/hospital/udhi-eye-hospital-alwarpet
211,Girishwari Hospitals,"Alwarpet, Chennai",1.0,,https://www.practo.com/chennai/hospital/girishwari-hospitals-alwarpet
212,Annamalai Hospital,"West Mambalam, Chennai",6.0,10.0,https://www.practo.com/chennai/hospital/annamalai-hospital-west-mambalam
213,Lakshmi Hospital - West Mambalam,"West Mambalam, Chennai",11.0,,https://www.practo.com/chennai/hospital/lakshmi-hospital-west-mambalam-west-mambalam
214,Bloom Fertility & Healthcare,"Velachery, Chennai",1.0,50.0,https://www.practo.com/chennai/hospital/bloom-fertility-in-velachery-velachery-1
215,SKS Pet Hospital,"Kottivakkam, Chennai",4.0,2.0,https://www.practo.com/chennai/hospital/sks-pet-hospital-2
216,GG Superspeciality Hospitals,"Nungambakkam, Chennai",1.0,30.0,https://www.practo.com/chennai/hospital/prodent-palavakkam
217,Vihaa Multispeciality Hospital,"Anna Nagar East, Chennai",3.0,75.0,https://www.practo.com/chennai/hospital/vihaa-multispeciality-hospital-anna-nagar-east
218,Parampara Fertility & Gynaec Centre,"Kilpauk, Chennai",3.0,30.0,https://www.practo.com/chennai/hospital/parampara-fertility-and-gynaec-centre-kilpauk
219,KKR ENT Hospital & Research Institute,"Kilpauk, Chennai",10.0,,https://www.practo.com/chennai/hospital/kkr-ent-hospital-research-institute-kilpauk-1
220,Helios Hospitals,"Velachery, Chennai",5.0,25.0,https://www.practo.com/chennai/hospital/helios-hospitals-velachery
221,Trauma and Orthopaedic Speciality Hospital (TOSH),"Kilpauk, Chennai",1.0,30.0,https://www.practo.com/chennai/hospital/tosh-hospitals-kilpauk
222,USR ENT Care,"Anna Nagar, Chennai",4.0,,https://www.practo.com/chennai/hospital/rigid-life-line-hospital-avadi
223,Motherhood Hospital Chennai,"Alwarpet, Chennai",1.0,5.0,https://www.practo.com/chennai/hospital/motherhood-hospital-chennai-alwarpet
224,Zion Skin Hair And Aesthetic clinic,"Kilpauk, Chennai",1.0,2.0,https://www.practo.com/chennai/hospital/aarogya-non-invasive-heart-center-mogappair-west
225,Iyyappa Hospital & Diabetic Reseach Centre,"Perambur, Chennai",1.0,,https://www.practo.com/chennai/hospital/iyappa-hospital-perambur-perambur
226,V. S. Hospital,"Kovilambakkam, Chennai",2.0,8.0,https://www.practo.com/chennai/hospital/v-s-hospital-1-kovilambakkam
227,Chellam Hospital,"Madambakkam, Chennai",28.0,30.0,https://www.practo.com/chennai/hospital/chellam-hospital-tambaram-east
228,Deepam Hospitals,"Chromepet, Chennai",15.0,40.0,https://www.practo.com/chennai/hospital/deepam-hospitals-chromepet-1
229,Vasan Dental Hospital,"Saidapet, Chennai",1.0,,https://www.practo.com/chennai/hospital/vasan-dental-hospital-saidapet
230,Lakshya Hospital Fertility & Women's Centre,"Tambaram, Chennai",3.0,20.0,https://www.practo.com/chennai/hospital/lakshya-hospital-fertility-women-s-centre-tambaram
231,Vellammal Hospitals,"Mogappair, Chennai",30.0,,https://www.practo.com/chennai/hospital/vellammal-hospitals-mogappair
232,Sri Balaji Hospital,"Guindy, Chennai",2.0,55.0,https://www.practo.com/chennai/hospital/sri-balaji-hospital-4-guindy
233,Laser and Laparoscopic Hospital,"T Nagar, Chennai",2.0,50.0,https://www.practo.com/chennai/hospital/laser-and-laparoscopic-hospital
234,Aashara Hospital,"Anna Nagar West, Chennai",1.0,12.0,https://www.practo.com/chennai/hospital/aashara-women-and-childcare-clinic-anna-nagar-west
235,Shivas Eye Care Hospital,"Anna Nagar, Chennai",1.0,1.0,https://www.practo.com/chennai/hospital/shivas-eye-care-anna-nagar
236,Meru Ortho Specialty Centre,"Porur, Chennai",5.0,50.0,https://www.practo.com/chennai/hospital/meru-ortho-specialty-centre-porur
237,Manashasthra Integrated Mind Care,"Vanagaram, Chennai",1.0,40.0,https://www.practo.com/chennai/hospital/manashasthra-vanagaram
238,Dr.Agarwal's Eye Hospital - Ashok Nagar,"Ashok Nagar, Chennai",8.0,,https://www.practo.com/chennai/hospital/dr-agarwal-s-eye-hospital-ashok-nagar-ashok-nagar
239,RathiMed Speciality Hospital,"Anna Nagar, Chennai",10.0,20.0,https://www.practo.com/chennai/hospital/rathimed-speciality-hospital-anna-nagar-1
240,Anjakha Multispeciality Hospital,"Madipakkam, Chennai",75.0,30.0,https://www.practo.com/chennai/hospital/anjakha-multispeciality-hospital-madipakkam-1
241,Apollo Spectra Hospitals,"MRC Nagar, Chennai",2.0,70.0,https://www.practo.com/chennai/hospital/apollo-spectra-hospitals-mrc-nagar
242,Indigo Womens Center,"Anna Nagar, Chennai",89.0,6.0,https://www.practo.com/chennai/hospital/indigo-womens-center-anna-nagar
243,Apollo Speciality Cancer Hospital,"Teynampet, Chennai",16.0,500.0,https://www.practo.com/chennai/hospital/apollo-speciality-cancer-hospital
244,ANN Hospital,"Valasaravakkam, Chennai",4.0,50.0,https://www.practo.com/chennai/hospital/ann-hospital-valasaravakkam1
245,Cherish Hospital,"Thirumullaivoyal, Chennai",27.0,20.0,https://www.practo.com/chennai/hospital/cherish-hospital-thirumullaivoyal-1
246,Aditya Hospital,"Kilpauk, Chennai",2.0,,https://www.practo.com/chennai/hospital/psychiatry-anna-nagar-east
247,GMR Hospital,"Mogappair West, Chennai",28.0,35.0,https://www.practo.com/chennai/hospital/gmr-hospital-mogappair-west
248,S R Multispeciality Hospital,"Arumbakkam, Chennai",5.0,30.0,https://www.practo.com/chennai/hospital/s-r-multi-speciality-hospital-arumbakkam
249,St Anthonys Hospital,"Puzhal, Chennai",17.0,,https://www.practo.com/chennai/hospital/st-anthonys-hospital-puzhal
250,Apollo Medical Center,"Karapakkam, Chennai",27.0,100.0,https://www.practo.com/chennai/hospital/apollo-medical-center-karapakkam-1
251,Kasthuri Hospital,"Tambaram West, Chennai",4.0,,https://www.practo.com/chennai/hospital/kasthuri-multispeciality-hospital-tambaram-west
252,BB Hospital.,"Kolathur, Chennai",4.0,,https://www.practo.com/chennai/hospital/bb-hospital-kolathur
253,Niranjana Hospital and Well Women Centre,"Villivakkam, Chennai",3.0,25.0,https://www.practo.com/chennai/hospital/niranjana-hospital-villivakkam
254,Vasan Eye Care Hospital,"Neelankarai, Chennai",4.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-neelankarai
255,Raj Nursing Home,"Mogappair East, Chennai",4.0,5.0,https://www.practo.com/chennai/hospital/raj-nursing-home-mogappair-east
256,Agada Hospital,"T Nagar, Chennai",17.0,35.0,https://www.practo.com/chennai/hospital/agada-hospital-1-t-nagar
257,Venkataeswara Hospitals,"Nandanam, Chennai",5.0,130.0,https://www.practo.com/chennai/hospital/venkataeswara-hospitals-nandanam-1
258,K H Nursing Home,"Chromepet, Chennai",2.0,15.0,https://www.practo.com/chennai/hospital/k-h-nursing-home-chromepet-2
259,The Specialists Clinic And Hospital,"KK Nagar, Chennai",3.0,10.0,https://www.practo.com/chennai/hospital/the-specialists-clinic-and-hospital-1
260,Dr K.K. Raja's Dental and Dentofacial Centre,"St Thomas Mount, Chennai",13.0,,https://www.practo.com/chennai/hospital/dr-k-k-raja-s-dental-and-dentofacial-centre-st-thomas-mount
261,Apollo Hospital - Sowcarpet,"Sowcarpet, Chennai",3.0,22.0,https://www.practo.com/chennai/hospital/apollo-hospital-sowcarpet-sowcarpet
262,Chennai National Hospital,"Parrys, Chennai",5.0,120.0,https://www.practo.com/chennai/hospital/usr-ent-care-parrys
263,Dr. Deva Multi Speciality Hospital,"Pattabiram, Chennai",28.0,10.0,https://www.practo.com/chennai/hospital/dr-deva-multi-speciality-hospital-pattabiram
264,VS Hospitals - Centre for Advanced Surgeries and Tertiary Care,"Kilpauk, Chennai",12.0,50.0,https://www.practo.com/chennai/hospital/vs-hospitals-centre-for-advanced-surgeries-and-tertiary-care-kilpauk
265,G K M Hospital,"Purasawakkam, Chennai",5.0,,https://www.practo.com/chennai/hospital/g-k-m-hospital-purasawakkam-1
266,Kings Hospital,"Kolathur, Chennai",7.0,40.0,https://www.practo.com/chennai/hospital/kings-hospital-red-hills
267,CSI Rainy Hospital,"Washermenpet, Chennai",3.0,250.0,https://www.practo.com/chennai/hospital/csi-rainy-hospital-royapuram
268,Nichani Hosptial,"Royapuram, Chennai",9.0,50.0,https://www.practo.com/chennai/hospital/nichani-hosptial-royapuram
269,Dr. A. Ramachandran's Diabetes Hospitals,"Egmore, Chennai",1.0,,https://www.practo.com/chennai/hospital/dr-a-ramachandran-s-diabetes-hospitals-1-egmore
270,Visa Hospital - T Nagar,"T Nagar, Chennai",1.0,5.0,https://www.practo.com/chennai/hospital/sri-visa-hospital-t-nagar
271,Sri Sai Sakthi Nursing Home,"MKB Nagar, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/sri-saai-sakthi-nursing-home-vyasarpadi
272,Rathna Nursing Home,"Triplicane, Chennai",1.0,15.0,https://www.practo.com/chennai/hospital/ratna-nursing-clinic-triplicane
273,Sri Sudharsanam Hospital,"Avadi, Chennai",3.0,,https://www.practo.com/chennai/hospital/sri-sudharsanam-hospital-avadi
274,Ayanavaram Hospital,"Ayanavaram, Chennai",2.0,25.0,https://www.practo.com/chennai/hospital/ayanavaram-24-hrs-hospital-1-perambur
275,Nalamm Hospital PVT. Limited,"MKB Nagar, Chennai",2.0,25.0,https://www.practo.com/chennai/hospital/nalamm-hospital-mkb-nagar
276,K L Hospital,"Neelangarai, Chennai",23.0,30.0,https://www.practo.com/chennai/hospital/usharani-neelankarai
277,Murugan Hospitals,"Kilpauk, Chennai",2.0,50.0,https://www.practo.com/chennai/hospital/murugan-hospital-kilpauk
278,Mount Multispeciality Hospitals,"Adambakkam, Chennai",3.0,20.0,https://www.practo.com/chennai/hospital/mount-multispeciality-hospitals
279,Vasan Eye Care Hospital,"Madipakkam, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-madipakkam-madipakkam
280,Dr. Mohan's  Diabetes Specialities Centre,"Porur, Chennai",1.0,15.0,https://www.practo.com/chennai/hospital/mohan-diabetes
281,Dr. Mohan's Diabetic Specialities Centre,"OMR Road, Chennai",1.0,15.0,https://www.practo.com/chennai/hospital/mohan-diabetes-omr-road-2
282,"MotherHood Hospital,TTK Road Alwarpet(Next to Levis Showroom)","Adyar, Chennai",6.0,,https://www.practo.com/chennai/hospital/dermatologist-adyar
283,NM Fertility Centre and Hospital,"Madhavaram, Chennai",1.0,25.0,https://www.practo.com/chennai/hospital/nm-fertility-centre-and-hospital-madhavaram
284,Mind Zone,"Adyar, Chennai",1.0,70.0,https://www.practo.com/chennai/hospital/mind-zone-adyar1
285,Dr. Mohan's Diabetic Specialities Centre,"Tambaram East, Chennai",1.0,,https://www.practo.com/chennai/hospital/dr-mohan-s-diabetic-specialities-centre-tambaram-east
286,Dr.Agarwal's Eye Hospital - Avadi,"Avadi, Chennai",6.0,,https://www.practo.com/chennai/hospital/dr-agarwal-s-eye-hospital-avadi-avadi
287,Vasan Eye Care Hospital,"Chromepet, Chennai",2.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-chrompet-chromepet
288,Vasan Eye Care Hospital,"Mogappair West, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-mogappair-mogappair
289,Shakthi Maternity Centre,"Ayanavaram, Chennai",14.0,4.0,https://www.practo.com/chennai/hospital/shakthi-maternity-centre-ayanavaram
290,VS Hospitals - Advanced Cancer Care,"Chetpet, Chennai",2.0,50.0,https://www.practo.com/chennai/hospital/vs-hospital-chetpet
291,Nalam Hospital,"Porur, Chennai",3.0,,https://www.practo.com/chennai/hospital/nalam-hospital-porur
292,KKR ENT Super Speciality Hospital,"Maduravoyal, Chennai",2.0,5.0,https://www.practo.com/chennai/hospital/kkr-ent-superspecialty-hospital-maduravoyal-maduravoyal
293,St.Isabel's Hospital,"Mylapore, Chennai",4.0,,https://www.practo.com/chennai/hospital/dr-r-srivathsan-s-urology-practice-mylapore
294,Vasan Eye Care Hospital - Anna Nagar,"Anna Nagar East, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-anna-nagar-anna-nagar-east
295,SKS Pet Hospital,"Neelankarai, Chennai",2.0,2.0,https://www.practo.com/chennai/hospital/sks-pet-hospital-1
296,People's Nursing Home,"Aminjikarai, Chennai",3.0,10.0,https://www.practo.com/chennai/hospital/people-s-nursing-home-aminjikarai
297,ARC International Fertility And Research Centre,"Perungudi, Chennai",2.0,100.0,https://www.practo.com/chennai/hospital/arc-international-fertility-and-research-centre-perungudi
298,Speed Hospitals - Speed Institute of Orthopaedics and Trauma.,"Arumbakkam, Chennai",1.0,,https://www.practo.com/chennai/hospital/sai-speed-medical-centre-pvt-ltd-arumbakkam
299,Karunya Hospital,"Medavakkam, Chennai",4.0,1.0,https://www.practo.com/chennai/hospital/karunya-hospital
300,Rakki Hospital,"Ambattur, Chennai",1.0,,https://www.practo.com/chennai/hospital/rakki-hospital-ambattur
301,Life Care Hospital,"Pudupet, Chennai",2.0,25.0,https://www.practo.com/chennai/hospital/life-care-hospital-12
302,Vasan Eye Care Hospital,"Alwarpet, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-alwarpet-alwarpet
303,Vasantha Multi Speciality Hospital,"Thiruvottiyur, Chennai",1.0,30.0,https://www.practo.com/chennai/hospital/vasantha-multi-speciality-hospital
304,E.G.Hospital,"Choolai, Chennai",1.0,2.0,https://www.practo.com/chennai/hospital/e-g-hospital
305,New Life Fertility & IVF Centre,"Nanganallur, Chennai",1.0,5.0,https://www.practo.com/chennai/hospital/new-life-fertility-ivf-centre-nanganallur
306,M.N.Eye Hospital,"Tondiarpet, Chennai",1.0,20.0,https://www.practo.com/chennai/hospital/m-n-eye-hospital-1-tondiarpet
307,Medway Hospital,"Adyar, Chennai",3.0,10.0,https://www.practo.com/chennai/hospital/med-hospital
308,RR Dental Hospital,"Vadapalani, Chennai",3.0,5.0,https://www.practo.com/chennai/hospital/rr-dental-hospital-kodambakkam
309,Vasan Eye Care Hospital,"Valasaravakkam, Chennai",5.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-valasaravakkam-valasaravakkam
310,Admert Hospital Pvt Ltd,"Aminjikarai, Chennai",1.0,,https://www.practo.com/chennai/hospital/admert-hospital-pvt-ltd-aminjikarai
311,Dental Life Hospital,"Saidapet, Chennai",1.0,,https://www.practo.com/chennai/hospital/dental-life-hospital-saidapet-1-1
312,Malar Eye Care,"Adyar, Chennai",5.0,1.0,https://www.practo.com/chennai/hospital/fortis-malar-hospital-adyar-5
313,Vasan Eye Care Hospital - Vadapalani,"Vadapalani, Chennai",3.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-vadapalani-vadapalani
314,Vasan Eye Care Hospital,"Perambur, Chennai",3.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-perambur-perambur
315,Vasan Eye Care Hospital - Triplicane,"Triplicane, Chennai",2.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-triplicane-triplicane
316,BP Jain Hospital,"Pammal, Chennai",7.0,,https://www.practo.com/chennai/hospital/bp-jain-hospital-tambaram
317,St Antony's hospital,"Madhavaram, Chennai",6.0,,https://www.practo.com/chennai/hospital/st-antony-s-hospital-madhavaram
318,Jeyam Hospital,"Poonamalle, Chennai",1.0,,https://www.practo.com/chennai/hospital/jeyam-hospital-poonamalle
319,Ridley Eye Hospital,"Porur, Chennai",8.0,,https://www.practo.com/chennai/hospital/ridley-eye-hospital-porur
320,Aishwarya hospital,"Kolathur, Chennai",2.0,,https://www.practo.com/chennai/hospital/aishwarya-hospital-kolathur
321,"Department of Prosthodontics, SBDCH","Pallikaranai, Chennai",1.0,,https://www.practo.com/chennai/hospital/department-of-prosthodontics-sbdch-pallikaranai
322,Manam Dental Hospitals,"Maduravoyal, Chennai",3.0,,https://www.practo.com/chennai/hospital/manam-dental-hospitals-maduravoyal
323,Ganga Hospital,"Washermenpet, Chennai",1.0,,https://www.practo.com/chennai/hospital/ganga-hospital-washermenpet
324,Pranav Eye Care Hospital,"Mogappair West, Chennai",12.0,,https://www.practo.com/chennai/hospital/pranav-eye-care-hospital-ambattur
325,M.N. Eye Hospital,"Tondiarpet, Chennai",1.0,,https://www.practo.com/chennai/hospital/m-n-eye-hospital-tondiarpet
326,Vasan Eye Care Hospital,"Kilpauk, Chennai",2.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-kilpauk-kilpauk
327,Vasan Eye Care Hospital,"Washermenpet, Chennai",3.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-old-washermenpet-washermenpet
328,Villivakkam Health Centre,"Villivakkam, Chennai",1.0,5.0,https://www.practo.com/chennai/hospital/villivakkam-health-centre-villivakkam
329,Care Dental Hospital,"Villivakkam, Chennai",1.0,,https://www.practo.com/chennai/hospital/care-dental-hospital-chennai-villivakkam
330,Vaigai ENT,"Washermenpet, Chennai",1.0,1.0,https://www.practo.com/chennai/hospital/vaigai-ent-thiruvottiyur
331,RM Noble Hospital,"Thiruvanmiyur, Chennai",13.0,,https://www.practo.com/chennai/hospital/rm-noble-hospital-thiruvanmiyur
332,An - Noor Eye Hospital,"Egmore, Chennai",1.0,,https://www.practo.com/chennai/hospital/an-noor-eye-hospital-1-egmore
333,Crescent Hospital,"Royapettah, Chennai",6.0,,https://www.practo.com/chennai/hospital/crescent-hospital-royapettah-1
334,Aalayaa Hospital,"Vadapalani, Chennai",1.0,2.0,https://www.practo.com/chennai/hospital/aalayaa-hospital-vadapalani
335,Madha Clinic,"Triplicane, Chennai",6.0,75.0,https://www.practo.com/chennai/hospital/r-r-multi-speciality-hospital-triplicane
336,SRM Hospital,"West Mambalam, Chennai",1.0,,https://www.practo.com/chennai/hospital/srm-hospital-west-mambalam-west-mambalam
337,Amma Hospital,"Nungambakkam, Chennai",29.0,30.0,https://www.practo.com/chennai/hospital/amma-infertility-centre-choolaimedu
338,An - Noor Eye Hospital,"Periyamet, Chennai",1.0,5.0,https://www.practo.com/chennai/hospital/an-noor-eye-hospital-1-mannady
339,Vasantha Hospital,"Washermenpet, Chennai",1.0,30.0,https://www.practo.com/chennai/hospital/vasantha-hospital-washermenpet-1
340,Hande Hospital,"Shenoy Nagar, Chennai",2.0,,https://www.practo.com/chennai/hospital/dr-arthi-gynaecology-center-shenoy-nagar
341,Dr. Arumugam @ BR Hospitals,"KK Nagar, Chennai",2.0,,https://www.practo.com/chennai/hospital/dr-arumugam-br-hospitals-kk-nagar
342,SKS Veterinary Hospital,"Abhiramapuram, Chennai",1.0,2.0,https://www.practo.com/chennai/hospital/sks-vet-hospital-abhiramapuram
343,Vasan Eye Care Hospital,"Tiruvottiyur, Chennai",2.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-21-tiruvottiyur
344,Robin Hospital,"Anna Nagar, Chennai",10.0,,https://www.practo.com/chennai/hospital/robin-hospital-1
345,Kedar Hospital,"Iyyappanthangal, Chennai",2.0,40.0,https://www.practo.com/chennai/hospital/kedar-hospital-iyyappanthangal
346,Saraswati Hospital,"Thiruvottiyur, Chennai",1.0,7.0,https://www.practo.com/chennai/hospital/saraswati-hospital-2-thiruvottiyur
347,Sri Bala Nursing Home,"Perambur, Chennai",1.0,,https://www.practo.com/chennai/hospital/sri-bala-nursing-home-perambur
348,HCG Hospital,"Mylapore, Chennai",1.0,50.0,https://www.practo.com/chennai/hospital/hcg-hospital-chennai-mylapore
349,Trimed,"Anna Nagar East, Chennai",1.0,,https://www.practo.com/chennai/hospital/trimed-annanagar-anna-nagar-east
350,J.K.Hospital,"Porur, Chennai",3.0,,https://www.practo.com/chennai/hospital/j-k-hospital-porur-chennai-porur
351,S.S.Eye Hospital.,"Mannady, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/s-s-eye-hospital
352,V Care Hospital,"Pallikaranai, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/v-care-hospital-3
353,Dr. Rai Memorial Medical Centre,"Teynampet, Chennai",1.0,,https://www.practo.com/chennai/hospital/dr-rai-memorial-medical-centre-teynampet
354,Miracle Advanced Reproductive Centre,"Kilpauk, Chennai",1.0,5.0,https://www.practo.com/chennai/hospital/miracle-advanced-reproductive-centre-kilpauk
355,Womens Center,"T Nagar, Chennai",1.0,,https://www.practo.com/chennai/hospital/womens-center-gopalapuram
356,Dhanwanthralaya Ayurveda Speciality Hospital,"Tambaram West, Chennai",1.0,,https://www.practo.com/chennai/hospital/dhanwanthralaya-ayurveda-speciality-hospital-tambaram-west
357,Vee Care Dental,"Kottivakkam, Chennai",1.0,20.0,https://www.practo.com/chennai/hospital/vee-care-dental-kottivakkam
358,S.R Hospitals,"Ashok Nagar, Chennai",4.0,20.0,https://www.practo.com/chennai/hospital/s-r-hospitals-jafferkhanpet
359,Krishnakripa Ayurvedic Speciality Hospital,"Porur, Chennai",3.0,,https://www.practo.com/chennai/hospital/professor-consultant-physician-porur
360,Apollo Cradle Women's Hospital,"Thousand Lights, Chennai",1.0,50.0,https://www.practo.com/chennai/hospital/apollo-cradle-women-s-hospital-t-nagar
361,Dr. Kapil Mathur's Vascular Surgery Centre,"Perungudi, Chennai",1.0,,https://www.practo.com/chennai/hospital/apollo-speciality-hospital-omr-adyar
362,Roots Dental Hospital,"Avadi, Chennai",1.0,,https://www.practo.com/chennai/hospital/roots-dental-hospital-avadi
363,Vasan Eye Care Hospital - Madhavaram,"Madhavaram, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/vasan-eye-care-hospital-madhavaram-madhavaram
364,Sundar Eye Hospital,"Anna Nagar, Chennai",1.0,20.0,https://www.practo.com/chennai/hospital/sundar-eye-hospital-2-anna-nagar
365,Nalam Ayurveda Hospital,"Aminjikarai, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/nalam-ayurveda-hospital-arumbakkam
366,RKB Hospital,"Avadi, Chennai",1.0,,https://www.practo.com/chennai/hospital/rkb-hospital-avadi
367,Koncept Hospitals,"Kodambakkam, Chennai",1.0,5.0,https://www.practo.com/chennai/hospital/koncept-hospitals-kodambakkam
368,Dr. Mohan’s Diabetes Specialities Centre,"Avadi, Chennai",1.0,,https://www.practo.com/chennai/hospital/dr-mohan-s-diabetes-specialities-centre
369,Mohans Diabetes Hospital,"Anna Nagar, Chennai",2.0,,https://www.practo.com/chennai/hospital/mohans-diabetes-hospital-anna-nagar-1
370,MU. VA Hospital,"Shenoy Nagar, Chennai",1.0,,https://www.practo.com/chennai/hospital/muva-hospital-and-speciality-hospital-shenoy-nagar
371,INSRI SIDDHA HOSPITAL,"Madipakkam, Chennai",1.0,,https://www.practo.com/chennai/hospital/dr-p-naveen-kumar-madipakkam
372,Hande Hospital,"Shenoy Nagar, Chennai",4.0,,https://www.practo.com/chennai/hospital/hande-hospital-shenoy-nagar-1
373,Bethesda Hospital,"Tambaram, Chennai",1.0,,https://www.practo.com/chennai/hospital/bethesda-hospital-tambaram
374,M.V. Centre For Diabetes,"Velachery, Chennai",1.0,2.0,https://www.practo.com/chennai/hospital/mv-hospital-for-diabetes
375,Vijaya Hospital & Heart Foundation,"Arcot Road, Chennai",1.0,,https://www.practo.com/chennai/hospital/vijaya-hospital-heart-foundation-arcot-road
376,White Care Dental Hospital,"Adambakkam, Chennai",1.0,,https://www.practo.com/chennai/hospital/white-care-dental-hospital-adambakkam
377,Rajan Eye Care Hospital,"Adyar, Chennai",3.0,2.0,https://www.practo.com/chennai/hospital/rajan-eye-care-hospital-adyar
378,Ayush Hospital,"Thiruvottiyur, Chennai",4.0,,https://www.practo.com/chennai/hospital/ayush-hospital-thiruvottiyur
379,The Chest Clinic,"Adyar, Chennai",1.0,,https://www.practo.com/chennai/hospital/the-chest-clinic-adyar
380,Lalitha Nursing Home,"Alwarthirunagar, Chennai",1.0,4.0,https://www.practo.com/chennai/hospital/lalitha-nursing-home
381,Sakthi Hospital,"Royapuram, Chennai",5.0,5.0,https://www.practo.com/chennai/hospital/sakthi-hospital-2-royapuram
382,Sathyam Dental Hospital,"Gowrivakkam, Chennai",1.0,,https://www.practo.com/chennai/hospital/sathyam-dental-clinic-gowrivakkam
383,Padhuvai Hospital,"Madipakkam, Chennai",1.0,10.0,https://www.practo.com/chennai/hospital/padhuvai-hospital-2-madipakkam
384,Tamil Nadu Government Multi Super Speciality Hospital,"Mount Road, Chennai",1.0,,https://www.practo.com/chennai/hospital/tamil-nadu-government-multi-super-speciality-hospital-triplicane
385,New Hope Hospital,"Kilpauk, Chennai",1.0,,https://www.practo.com/chennai/hospital/new-hope-hospital-kilpauk
386,Centre For Liver Disease and Transplantation,"Greams Road, Chennai",1.0,,https://www.practo.com/chennai/hospital/centre-for-liver-disease-and-transplantation-greams-road
387,Ramani Hospital,"Ashok Nagar, Chennai",1.0,7.0,https://www.practo.com/chennai/hospital/ramani-hospital-ashok-nagar-1
388,Dental Life Hospital - Velachery,"Velachery, Chennai",1.0,,https://www.practo.com/chennai/hospital/dental-life-hospital-velachery-velachery
389,Sindhu Mission Hospital,"Tambaram, Chennai",1.0,,https://www.practo.com/chennai/hospital/sindhu-mission-hospital-tambaram
390,Chamiers Day Care,"Nandanam, Chennai",1.0,,https://www.practo.com/chennai/hospital/chamiers-day-care-nandanam
391,P.K.Child Care Hospital,"Porur, Chennai",2.0,3.0,https://www.practo.com/chennai/hospital/p-k-child-care-hospital-1-porur
392,Kalpana Hospital,"Velachery, Chennai",1.0,1.0,https://www.practo.com/chennai/hospital/kalpana-hospital-medavakkam
