,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
193,Platinum Hospital,"Mulund East, Mumbai",5.0,100.0,https://www.practo.com/mumbai/hospital/platinum-hospital-mulund-west
194,Pancholi Hospital,"Ghatkopar East, Mumbai",17.0,20.0,https://www.practo.com/mumbai/hospital/pancholi-hospital-ghatkopar-east-1-1
195,Vinayak Maternity And General Hospital,"Malad West, Mumbai",11.0,,https://www.practo.com/mumbai/hospital/vinayak-maternity-and-general-hospital-malad-west-1
196,Sarla Hospital,"Santacruz West, Mumbai",4.0,35.0,https://www.practo.com/mumbai/hospital/sarla-hospital-santacruz-west
197,Pushpaa Hospital,"Andheri West, Mumbai",2.0,15.0,https://www.practo.com/mumbai/hospital/pushpa-hospital-andheri-west
198,Manisha's Sparshad Nursing Home,"Bhandup, Mumbai",3.0,15.0,https://www.practo.com/mumbai/hospital/manisha-s-sparshad-nursing-home-bhandup-west-1
199,Suvidha Hospital & Polyclinic,"Goregaon West, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/suvidha-hospital-polyclinic-goregaon-west
200,Endoscopy Asia,"Sion West, Mumbai",37.0,80.0,https://www.practo.com/mumbai/hospital/endoscopy-asia-sion-west
201,Apollo Spectra Hospital,"Chembur, Mumbai",1.0,16.0,https://www.practo.com/mumbai/hospital/apollo-spectra-hospital-4-sion
202,Chandrajyoti Children and General Hospital,"Ghatkopar West, Mumbai",2.0,18.0,https://www.practo.com/mumbai/hospital/chandrajyoti-hospital-ghatkopar-west
203,Ashwini Nursing Home & IVF Centre,"Dadar East, Mumbai",1.0,6.0,https://www.practo.com/mumbai/hospital/ashwini-nursing-home-dadar
204,Kanchi Nursing Home,"Goregaon East, Mumbai",9.0,16.0,https://www.practo.com/mumbai/hospital/kanchi-nursing-home-goregaon-east-1
205,Sailee Hospital,"Borivali West, Mumbai",6.0,,https://www.practo.com/mumbai/hospital/sailee-hospital-borivali-west-1
206,Sushrusha Hospital - Mira Road,"Mira Road, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/sushrusha-hospital-mira-road-mira-road
207,Shroff Eye Clinic,"Marine Drive, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/shroff-eye-clinic-marine-drive
208,Shroff Eye Hospital,"Bandra West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/shroff-eye-hospital-bandra-west
209,Shreeji Hospital,"Ghatkopar West, Mumbai",3.0,15.0,https://www.practo.com/mumbai/hospital/shreeji-hospital-ghatkopar-west
210,Ashirwad Maternity & Nursing Home,"Bhandup West, Mumbai",2.0,16.0,https://www.practo.com/mumbai/hospital/ashirwad-maternity-nursing-home-bhandup-west
211,Raghu Kamal Hospital,"Malad West, Mumbai",8.0,,https://www.practo.com/mumbai/hospital/raghu-kamal-hospital-malad-west-1
212,DNA Multispeciality Hospital,"Kandivali East, Mumbai",8.0,,https://www.practo.com/mumbai/hospital/dna-multispeciality-hospital-kandivali-east
213,Hamzah Multispeciality Hospital ,"Mira Road, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/hamzah-multispeciality-hospital-mira-road
214,Nefrons Hospital,"Mulund West, Mumbai",3.0,10.0,https://www.practo.com/mumbai/hospital/nefrons-hospital-mulund-west
215,Dr. Bhatt`s Hospital,"Goregaon West, Mumbai",10.0,16.0,https://www.practo.com/mumbai/hospital/dr-bhatt-s-hospital-goregaon-west-1
216,Shree Hospital,"Mulund, Mumbai",2.0,20.0,https://www.practo.com/mumbai/hospital/dr-thakurs-shree-hospital-thane-west
217,Sangita Maternity Surgical & Diagnostic Centre,"Andheri West, Mumbai",11.0,15.0,https://www.practo.com/mumbai/hospital/sangita-maternity-surgical-andheri-west
218,FourCare Hospital,"Vileparle East, Mumbai",1.0,6.0,https://www.practo.com/mumbai/hospital/dr-roshni-s-clinic-vileparle-east-1
219,Aarti Chetraj Khadka Nursing Home,"Bhandup West, Mumbai",9.0,,https://www.practo.com/mumbai/hospital/aarti-chetraj-khadka-nursing-home-bhandup-west
220,Belle Vue Nursing Home,"Andheri West, Mumbai",2.0,25.0,https://www.practo.com/mumbai/hospital/belle-vue-nursing-home-andheri-west-1
221,Gupta Nursing Home,"Malad West, Mumbai",4.0,,https://www.practo.com/mumbai/hospital/gupta-nursing-home-1-malad-west
222,Datt Maternity & Surgical Home,"Goregaon West, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/datt-maternity-surgical-home-goregaon-1
223,Rathod Orthopaedic Hospital,"Borivali West, Mumbai",5.0,5.0,https://www.practo.com/mumbai/hospital/rathod-orthopaedic-hospital-borivali-west-1
224,Shree Sai Clinic & Late Parvati Shankar Rao Chavan Memorial Hospital,"Goregaon West, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/shree-sai-clinic-late-parvati-shankar-rao-chavan-memorial-hospital-goregaon-west
225,Prime Hospital - Malad West,"Marve, Mumbai",11.0,15.0,https://www.practo.com/mumbai/hospital/prime-hospital-malad-west-malad-west
226,Oma Hospital,"Chembur, Mumbai",5.0,20.0,https://www.practo.com/mumbai/hospital/oma-hospital-chembur
227,Sai Hospital,"Chembur, Mumbai",7.0,,https://www.practo.com/mumbai/hospital/sai-hospital-chembur-chembur
228,Saidhan Hospital ICCU & Eye Care,"Mulund East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/saidan-hospital-iccu-mulund-west
229,J P Hospital,"Andheri East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/j-p-hospital-andheri-east
230,Universal Eye Clinic,"Wadala, Mumbai",2.0,2.0,https://www.practo.com/mumbai/hospital/universal-eye-clinic-chembur
231,Roshni Eye Hospital,"Andheri West, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/roshni-eye-hospital-andheri-west
232,Sai Hospital-Thane,"Mulund, Mumbai",17.0,25.0,https://www.practo.com/mumbai/hospital/sai-hospital-thane-thane
233,Mohit Hospital,"Borivali East, Mumbai",1.0,25.0,https://www.practo.com/mumbai/hospital/mohit-hospital-borivali-east
234,Sai Lee Hospital,"Borivali, Mumbai",5.0,,https://www.practo.com/mumbai/hospital/sai-lee-hospital-borivali
235,Laxmi Maternity Home,"Chembur, Mumbai",9.0,,https://www.practo.com/mumbai/hospital/lakshmi-maternity-home-chembur
236,Modi Hospital ,"Mulund, Mumbai",11.0,25.0,https://www.practo.com/mumbai/hospital/modi-hospital-thane-west
237,St Mary Hospital,"Malad East, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/st-mary-hospital-malad-east-1
238,Life Care Hospital,"LBS Marg, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/life-care-hospital-lbs-marg
239,Shiv Om Hospital,"Mira Road, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/shiv-om-hospital-mira-road
240,Bhavna Maternity & Nursing Home,"Ghatkopar West, Mumbai",3.0,5.0,https://www.practo.com/mumbai/hospital/bhavna-maternity-nursing-home-ghatkopar-west-1
241,Shreeji Kripa Nursing Home,"Borivali, Mumbai",3.0,8.0,https://www.practo.com/mumbai/hospital/shreeji-kripa-surgical-centre-icu-nursing-home-borivali-west
242,Shree Siddhivinayak Urology & Multispeciality Hospital,"Dombivli East, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/shree-siddhivinayak-urology-multispeciality-hospital-dombivili-east-1
243,Atullok Hospital,"Vikhroli East, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/bone-joint-general-hospitality-vikhroli-east
244,Unique Hospital,"Andheri West, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/unique-hospital-andheri-west
245,Babasaheb Gawde Hospital,"Vileparle East, Mumbai",9.0,65.0,https://www.practo.com/mumbai/hospital/baba-saheb-gawada-hospital-vileparle-east
246,Cansure Centre,"Mulund West, Mumbai",2.0,17.0,https://www.practo.com/mumbai/hospital/cansure-centre-thane-west
247,The Vein Center - Sushrut Hospital,"Andheri East, Mumbai",4.0,5.0,https://www.practo.com/mumbai/hospital/the-vein-center-sushrut-hospital-andheri-east
248,Nayak Medicare - Nursing Home,"Chembur East, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/nayak-medicare-chembur-east
249,M S Maternity & General Hospital ,"Bhandup West, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/m-s-maternity-general-hospital-bhandup-west-1
250,R.G Stone Hospital,"Mulund West, Mumbai",13.0,,https://www.practo.com/mumbai/hospital/r-g-stone-hospital-mulund-west
251,Bellevue Multispeciality Hospital,"Andheri West, Mumbai",7.0,,https://www.practo.com/mumbai/hospital/bellevue-multispeciality-hospital-andheri-west-1
252,Dr Shah's Garbhasanskar Hospital,"Dadar, Mumbai",3.0,6.0,https://www.practo.com/mumbai/hospital/ashwini-hospital-dadar-east
253,Lotus Multispecialty Hospital,"Borivali West, Mumbai",2.0,25.0,https://www.practo.com/mumbai/hospital/lotus-multispecialty-hospital-borivali-west
254,Parel Midtown Imaging Hospital,"Parel, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/parel-midtown-imaging-hospital-parel
255,Smt Sushilaben R Mehta & Sir Kikabhai Hospital,"Sion, Mumbai",13.0,,https://www.practo.com/mumbai/hospital/smt-sushilaben-r-mehta-sir-kikabhai-hospital-sion-1
256,Noble Hospital,"Ghatkopar West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/noble-hospital-ghatkopar-west-1
257,Regent Hospital,"Mira Road, Mumbai",5.0,50.0,https://www.practo.com/mumbai/hospital/dr-kashmira-goswami-mira-road
258,Powai Polyclinic Hospital,"Powai, Mumbai",26.0,,https://www.practo.com/mumbai/hospital/powai-polyclinic-hospital-powai
259,Phoenix Hospital,"Borivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/phoenix-hospital-6
260,Jain ENT Hospital,"Mira Road, Mumbai",16.0,,https://www.practo.com/mumbai/hospital/jain-ent-hospital-mira-road
261,Nirmala Hospital,"Mahalaxmi, Mumbai",5.0,27.0,https://www.practo.com/mumbai/hospital/nirmala-hospital-mumbai-mahalaxmi
262,"Dept. Of Advance Physiotherapy & Sports Rehab, Saifee Hospital","Borivali West, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/dept-of-advance-physiotherapy-sports-rehab-saifee-hospital-borivali-west
263,Dr. Gujar's Maternity and Surgical Hospital,"Mulund East, Mumbai",1.0,8.0,https://www.practo.com/mumbai/hospital/dr-gujar-s-maternity-and-surgical-hospital-mulund-east
264,Riddhi Vinayak Hospital,"Malad West, Mumbai",2.0,60.0,https://www.practo.com/mumbai/hospital/riddhi-vinayak-hospital-malad-west
265,Marve Nursing Home,"Malad West, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/marve-nursing-home-malad-1
266,Shruti Nursing Home,"Bandra, Mumbai",2.0,11.0,https://www.practo.com/mumbai/hospital/shruti-nursing-home-1-bandra
267,Meena Multispeciality Hospital,"Bhandup West, Mumbai",2.0,25.0,https://www.practo.com/mumbai/hospital/meena-multispeciality-hospital-bhandup-west
268,Lotus Multi Speciality Hospital,"Bhandup West, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/lotus-hospital-2-bhandup-west-1
269,Harish Nursing Home,"Lower Parel, Mumbai",1.0,9.0,https://www.practo.com/mumbai/hospital/harish-nursing-hom-lower-parel
270,Asmira Hospital,"Sakinaka, Mumbai",5.0,10.0,https://www.practo.com/mumbai/hospital/asmira-hospital-sakinaka
271,Lakshmi Nursing Home,"Mulund West, Mumbai",5.0,18.0,https://www.practo.com/mumbai/hospital/lakshmi-nursing-home-mulund-west
272,Gayatri Maternity & General Nursing Home,"Goregaon East, Mumbai",76.0,,https://www.practo.com/mumbai/hospital/gayatri-maternity-general-nursing-home-malad-east
273,Riddhi Nursing Home,"Borivali West, Mumbai",2.0,8.0,https://www.practo.com/mumbai/hospital/riddhi-nursing-home-borivali-west-1
274,Matushree Hospital,"Kandivali West, Mumbai",54.0,14.0,https://www.practo.com/mumbai/hospital/matushree-hospital-borivali
275,Yashada Maternity & Surgical Home  ,"Goregaon East, Mumbai",1.0,18.0,https://www.practo.com/mumbai/hospital/yashada-maternity-surgical-home-goregaon-east-1
276,Kohinoor Hospital,"Kurla West, Mumbai",3.0,,https://www.practo.com/mumbai/hospital/kohinoor-hospital-kurla-west-1-1
277,Oyster Hospital,"Goregaon West, Mumbai",9.0,,https://www.practo.com/mumbai/hospital/oyster-hospital-goregaon-west
278,Apollo Spectra Hospitals,"Tardeo, Mumbai",14.0,50.0,https://www.practo.com/mumbai/hospital/apollo-spectra-hospitals-tardeo-1
279,Namaha Healthcare,"Kandivali West, Mumbai",2.0,60.0,https://www.practo.com/mumbai/hospital/namaha-hospital-kandivali-west-1
280,Womens Hospital,"Andheri West, Mumbai",1.0,12.0,https://www.practo.com/mumbai/hospital/womens-hospital-3-andheri-west
281,Zen Multispeciality Hospital,"Chembur, Mumbai",1.0,110.0,https://www.practo.com/mumbai/hospital/zen-hospital-chembur-east
282,Cumballa Hill Hospital and Heart Institute,"Kemps Corner, Mumbai",1.0,51.0,https://www.practo.com/mumbai/hospital/cumballa-hill-hospital-and-heart-institute-2-kemps-corner
283,Asian Cancer Institute,"Sion East, Mumbai",8.0,80.0,https://www.practo.com/mumbai/hospital/asian-cancer-institute-sion
284,Hope The Nursing Home,"Grant Road, Mumbai",6.0,18.0,https://www.practo.com/mumbai/hospital/hope-nursing-home-grant-road-1
285,Seema Multispeciality Hospital,"Nalasopara West, Mumbai",3.0,30.0,https://www.practo.com/mumbai/hospital/seema-multispeciality-hospital-nalasopara-west-1
286,Bhavsar Nursing Home & ICCU,"Bhandup West, Mumbai",1.0,25.0,https://www.practo.com/mumbai/hospital/bhavsar-nursing-home-iccu-bhandup-west
287,Aastha Maternity & Surgical Nursing Home,"Lal baug, Mumbai",3.0,10.0,https://www.practo.com/mumbai/hospital/aastha-clinic-lal-baug
288,Zynova Heart Hospital,"Ghatkopar West, Mumbai",1.0,25.0,https://www.practo.com/mumbai/hospital/zynova-heart-hospital-ghatkopar-west-2
289,Sharan Hospital,"Ghatkopar West, Mumbai",16.0,,https://www.practo.com/mumbai/hospital/nachiketa-health-care-centre-ghatkopar-east
290,Priyank Nursing Home,"Prabhadevi, Mumbai",1.0,7.0,https://www.practo.com/mumbai/hospital/consulting-rooms-prabhadevi-prabhadevi
291,Agarwal Children Hospital,"Bandra East, Mumbai",5.0,,https://www.practo.com/mumbai/hospital/agarwal-children-hospital-bandra-east
292,Aasha  Fertility Centre,"Borivali West, Mumbai",1.0,12.0,https://www.practo.com/mumbai/hospital/aasha-fertility-centre-dr-rajendra-nursing-home-borivali-west
293,Take Care Hospital,"Mira Road, Mumbai",11.0,,https://www.practo.com/mumbai/hospital/take-care-hospital-mira-road-1
294,Sneha Hospital,"Bhayandar East, Mumbai",1.0,11.0,https://www.practo.com/mumbai/hospital/sneha-hospital-3-bhayandar-east
295,Cloudnine Clinic,"Andheri West, Mumbai",2.0,100.0,https://www.practo.com/mumbai/hospital/cloudnine-clinic-andheri-andheri-west
296,Chandorkar Hospital,"Borivali, Mumbai",1.0,6.0,https://www.practo.com/mumbai/hospital/chandorkar-hospital-borivali
297,Mangal Murti Hospital,"Borivali West, Mumbai",1.0,30.0,https://www.practo.com/mumbai/hospital/mangal-murti-hospital
298,World Gastroenterology Institute,"Andheri West, Mumbai",14.0,30.0,https://www.practo.com/mumbai/hospital/world-gastroenterology-institute-andheri-west
299,Jogeshwari Hospital,"Jogeshwari West, Mumbai",2.0,14.0,https://www.practo.com/mumbai/hospital/jogeshwari-hospital-jogeshwari-west-1
300,Lion Kartar Singh Hospital,"Andheri West, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/lion-kartar-singh-hospital-andheri-west
301,Jayashree Nurshing Home,"Kandivali West, Mumbai",6.0,10.0,https://www.practo.com/mumbai/hospital/jai-shree-nurshing-home-kandivali-west
302,Sunita hospital,"Andheri East, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/sunita-hospital-andheri-east-2
303,Lifecare Hospital,"Kandivali East, Mumbai",1.0,18.0,https://www.practo.com/mumbai/hospital/lifecare-hospital-kandivali-east
304,Sai Hospital,"Antop Hill, Mumbai",2.0,25.0,https://www.practo.com/mumbai/hospital/sai-hospital-8
305,Ruby Hospital,"Jogeshwari West, Mumbai",1.0,26.0,https://www.practo.com/mumbai/hospital/ruby-hospital
306,Sai Ganga Hospital,"Bhayandar East, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/sai-ganga-hospital-bhayander-east
307,Globus Hospital,"Nalasopara East, Mumbai",1.0,23.0,https://www.practo.com/mumbai/hospital/globus-hospital-1-nalasopara-east
308,Nova IVI Fertility,"Chembur, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/nova-ivi-fertility-chembur
309,Ramlok ENT Hospital,"Bhayandar West, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/ramlok-ent-hospital-bhayandar-west
310,Arth Hospital,"Nalasopara East, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/arth-hospital-nalasopara-east
311,Dr. Sherekar's Hospital,"Santacruz, Mumbai",1.0,10.0,https://www.practo.com/mumbai/hospital/sherekar-d-hospital
312,Antop Hill Hospital,"Antop Hill, Mumbai",1.0,10.0,https://www.practo.com/mumbai/hospital/antop-hill-hospital
313,Sanjeevani Maternity,"Mira Road, Mumbai",2.0,10.0,https://www.practo.com/mumbai/hospital/sanjeevani-maternity-mira-road
314,Mannat Hospital,"Govandi, Mumbai",4.0,18.0,https://www.practo.com/mumbai/hospital/mannat-hospital
315,Patni Hospital,"Goregaon, Mumbai",4.0,15.0,https://www.practo.com/mumbai/hospital/patni-hospital-goregaon-west
316,Ayush Hospital,"Kandivali, Mumbai",1.0,13.0,https://www.practo.com/mumbai/hospital/ayush-hospital-malad
317,Amey Surgical Nursing Home,"Kanjurmarg, Mumbai",1.0,9.0,https://www.practo.com/mumbai/hospital/amey-surgical-nursing-home
318,Atharva Hospital,"Kandivali East, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/atharva-hospital
319,KLS Memorial Hospital,"Vileparle West, Mumbai",1.0,5.0,https://www.practo.com/mumbai/hospital/kls-memorial-hospital-vileparle-west-1
320,Apex Hospital,"Govandi, Mumbai",1.0,10.0,https://www.practo.com/mumbai/hospital/apex-hospital-26
321,JAI DEVI NURSING HOME,"Nalasopara East, Mumbai",1.0,15.0,https://www.practo.com/mumbai/hospital/jai-devi-nursing-home-1
322,Sahara Nursing Home,"Govandi, Mumbai",5.0,12.0,https://www.practo.com/mumbai/hospital/sahara-nursing-home-govandi
323,Jupiter Hospital & Diagnostic Centre,"Trombay, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/jupiter-hospital-2-trombay
324,Mahavir Nursing Home,"Govandi, Mumbai",2.0,20.0,https://www.practo.com/mumbai/hospital/mahavir-nursing-home-govandi-1
325,Santrupti Hospital And Maternity Care,"Chunabhatti, Mumbai",2.0,8.0,https://www.practo.com/mumbai/hospital/santrupti-hospital-and-maternity-care
326,Seven Star Multispeciality Hospital,"Kandivali East, Mumbai",1.0,100.0,https://www.practo.com/mumbai/hospital/seven-star-multispeciality-hospital-kandivali-east
327,Sarodev Hospital,"Kandivali East, Mumbai",3.0,10.0,https://www.practo.com/mumbai/hospital/sarodev-hospital-kandivali-east
328,Riddhi Siddhi Hospital,"Kandivali East, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/riddhi-siddhi-hospital-thakur-village-kandivali-east
329,Siddhivinayak Hospital,"Kandivali East, Mumbai",5.0,6.0,https://www.practo.com/mumbai/hospital/siddhivinayak-hospital-kandivali
330,"Jagannath Maternity, Surgical & General Hospital","Govandi, Mumbai",2.0,20.0,https://www.practo.com/mumbai/hospital/jagannath-maternity-surgical-general-hospital-govandi
331,Dr. Das Hospital & ICCU,"Chembur East, Mumbai",1.0,45.0,https://www.practo.com/mumbai/hospital/dr-das-hospital-iccu-chembur
332,Le Nest Hospital,"Malad West, Mumbai",9.0,15.0,https://www.practo.com/mumbai/hospital/le-nest-hospital-malad-west-1
333,Prime Hospital,"Goregaon East, Mumbai",2.0,10.0,https://www.practo.com/mumbai/hospital/sudha-hospital
334,V Care Hospital and ICU,"Kurla East, Mumbai",2.0,17.0,https://www.practo.com/mumbai/hospital/v-care-hospital-and-icu-kurla-east
335,SHREEDHAR HOSPITAL,"Dadar, Mumbai",5.0,6.0,https://www.practo.com/mumbai/hospital/shreedhar-hospital-dadar
336,Central Hospital,"Sakinaka, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/central-hospital-sakinaka
337,Global Nursing Home,"Ghatkopar, Mumbai",2.0,30.0,https://www.practo.com/mumbai/hospital/global-nursing-home-and-research-center-ghatkopar-west
338,Dr Tambe's Children Hospital,"Vikhroli East, Mumbai",1.0,9.0,https://www.practo.com/mumbai/hospital/dr-tambe-s-children-hospital-vikhroli-east
339,Govandi Nursing Home,"Govandi, Mumbai",11.0,12.0,https://www.practo.com/mumbai/hospital/govandi-nursing-home-govandi-1
340,S.N. Maternity & General Hospital,"Govandi, Mumbai",1.0,5.0,https://www.practo.com/mumbai/hospital/s-n-hospital-govandi
341,Amrut Nursing Home,"Ghatkopar West, Mumbai",17.0,15.0,https://www.practo.com/mumbai/hospital/amrut-nursing-home-ghatkopar-west
342,Kusum Superspeciality Orthopaedic Centre,"Andheri, Mumbai",1.0,5.0,https://www.practo.com/mumbai/hospital/dr-chasanal-rathod-andheri
343,SRV Hospital,"Goregaon West, Mumbai",1.0,45.0,https://www.practo.com/mumbai/hospital/dr-ajay-pandey-cardiologist-goregaon-west
344,Shobhana Hospital,"Bhayandar East, Mumbai",5.0,11.0,https://www.practo.com/mumbai/hospital/shobna-hospital-bhayander-east
345,Rane Hospital,"Chembur, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/rane-hospital-chembur-2
346,Aryan Hospital,"Kurla East, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/aryan-hospital-kurla-east
347,Agarwal Nursing Home,"Bandra West, Mumbai",1.0,9.0,https://www.practo.com/mumbai/hospital/agarwal-nursing-home-bandra-west
348,St Elizabeth's Hospital,"Malabar Hill, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/st-elizabeth-s-hospital-malabar-hill-1
349,Sahu Eye Hospital,"Malad West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sahu-eye-hospital-malad-west
350,Eye Life,"Khar West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/eye-life-hospital-khar-west
351,Al-Hasan Children Hospital,"Nalasopara West, Mumbai",7.0,13.0,https://www.practo.com/mumbai/hospital/al-hasan-children-hospital-nalasopara-west
352,Sri Siddhivinayak Hospital & Research Centre,"Mira Road, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/sri-siddhivinayak-medical-research-mira-road
353,Saraswati Hospital,"Kandivali East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/saraswati-hospital-kandivali-west
354,Shastri Nursing Home,"Santacruz East, Mumbai",2.0,15.0,https://www.practo.com/mumbai/hospital/shastri-nursing-home-diagnostic-center-santacruz
355, Saraswati Hospital,"Malad West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/saraswati-hospital-malad-west-1
356,Sadhu Kamal Eye Hospital,"Lamington Road, Mumbai",2.0,2.0,https://www.practo.com/mumbai/hospital/sadhu-kamal-eye-hospital-lamington-road
357,Surlata Hospital Foetal Medicine Consultancy Services,"Mahim, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/surlata-hospital-foetal-medicine-consultancy-services-mahim
358,Dr. Patel Nursing Home,"Andheri West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-patel-nursing-home-andheri-west
359,Small And Exotic Animal Hospital,"Kandivali West, Mumbai",21.0,,https://www.practo.com/mumbai/hospital/small-and-exotic-animal-hospital-kandivali-west
360,Paramount Hospital,"Andheri East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/peramount-hospital-andheri-east
361,Desai Hospital & Maternity Centre,"Dadar West, Mumbai",2.0,10.0,https://www.practo.com/mumbai/hospital/dr-desai-rajiv-dadar-west
362,Nair Hospital,"Dadar East, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/nair-hospital-mumbai
363,Shanti Nursing Home,"Vikhroli, Mumbai",2.0,,https://www.practo.com/mumbai/hospital/shanti-nursing-home-vikhroli
364,Pramukhswami Eye Hospital,"Chunabhatti, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/pramukhswami-eye-hospital-chunabhatti
365,Saidhan Eye Hospital ,"Mulund East, Mumbai",15.0,4.0,https://www.practo.com/mumbai/hospital/saidhan-eye-hospital-mulund
366,Atharva Hospital & Research Center,"Sion East, Mumbai",1.0,20.0,https://www.practo.com/mumbai/hospital/atharva-hospital-and-research-center-sion-east
367, Braham Sabha Hospital,"Girgaon, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/braham-sabha-hospital-girgaon
368,Durga Nursing Home,"Andheri East, Mumbai",1.0,16.0,https://www.practo.com/mumbai/hospital/durga-nursing-home-andheri-east-1
369,Orbit Eye Hospital,"Jogeshwari, Mumbai",2.0,25.0,https://www.practo.com/mumbai/hospital/orbit-eye-hospital-1
370,Punamiya Hospital,"Dadar West, Mumbai",4.0,,https://www.practo.com/mumbai/hospital/punamiya-hospital-dadar-west-1
371,Tara Neo-Surg hospital,"Ghatkopar East, Mumbai",10.0,,https://www.practo.com/mumbai/hospital/tara-neo-surg-hospital-ghatkopar-east-1
372,Prakash Nursing Home,"Nalasopara West, Mumbai",2.0,14.0,https://www.practo.com/mumbai/hospital/prakash-nursing-home-vasai-road-vasai
373,Balaji Hospital,"Andheri East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/balaji-hospital-andheri-east
374,Tate Hospital,"Nalasopara West, Mumbai",4.0,,https://www.practo.com/mumbai/hospital/tate-hospital-palghar
375,Savant Hospital Maternity & Nursing Home,"Jogeshwari, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/savant-hospital-maternity-nursing-home-jogeshwari
376,Ashirwad Childrens & Surgical Hospital & ICU,"Andheri, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/ashirwad-children-and-surgical-hospital-andheri
377,Dentline,"Gamdevi, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dentline-gamdevi-1
378,Siddhant Children's hospital,"Kandivali East, Mumbai",7.0,,https://www.practo.com/mumbai/hospital/siddhant-children-s-hospital-kandivali-east
379,Sai Aashirwad Hospital,"Bhayandar East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/sai-ashirwaad-hospital-bhayander-east
380,Dr. Karvir's Pruthvi Hospital & Endoscopy Center,"Palghar, Mumbai",1.0,10.0,https://www.practo.com/mumbai/hospital/dr-karvir-s-pruthvi-hospital-endoscopy-center-palghar
381,Suryakiran Multispecialty Hospital,"Kandivali East, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/suryakiran-multispecialty-hospital-kandivali-east
382,Brahma Kumaris' Global Hospital and Research Center,"Andheri West, Mumbai",8.0,20.0,https://www.practo.com/mumbai/hospital/dr-ashok-mehta-global-hospital-andheri-west
383,Dhanwantary Hospital and ICU,"Mulund West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dhanwantary-hospital-and-icu-mulund-west
384,Pearl Hospital,"Borivali West, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/pearl-hospital-borivali-west
385,Puranik Hospital,"Malad West, Mumbai",1.0,10.0,https://www.practo.com/mumbai/hospital/puranik-hospital-1
386,Dr. Dragos Lifeline Hospital,"Mira Road, Mumbai",1.0,,https://www.practo.com/mumbai/hospital/dr-dragos-lifeline-hospital-mira-road
